index,word,ort,pho,wf,wn_idx,adjusted_wf
4382,smites,_smi_tes__,smAts__,0.0,4698.0,0.0
4383,smith,_smi_th___,smIT___,5502.0,4699.0,5502.0
4384,smiths,_smi_ths__,smITs__,22.0,4700.0,22.0
4385,smock,_smo_ck___,smak___,13.0,4701.0,13.0
4386,smocks,_smo_cks__,smaks__,4.0,4702.0,4.0
4387,smog,_smo_g____,smag___,136.0,4703.0,136.0
4388,smogs,_smo_gs___,smagz__,0.0,4704.0,0.0
4389,smoke,_smo_ke___,smok___,910.0,4705.0,910.0
4390,smokes,_smo_kes__,smoks__,35.0,4706.0,35.0
4391,smooch,_smooch___,smuC___,5.0,4707.0,5.0
4392,smooth,_smooth___,smuD___,526.0,4708.0,526.0
4393,smote,_smo_te___,smot___,0.0,4709.0,0.0
4394,smudge,_smu_dge__,sm^J___,7.0,4710.0,7.0
4395,smudged,_smu_dged_,sm^Jd__,5.0,4711.0,5.0
4396,smug,_smu_g____,sm^g___,59.0,4712.0,59.0
4397,smut,_smu_t____,sm^t___,10.0,4713.0,10.0
4398,snack,_sna_ck___,sn@k___,231.0,4714.0,231.0
4399,snacks,_sna_cks__,sn@ks__,74.0,4715.0,74.0
4400,snag,_sna_g____,sn@g___,100.0,4716.0,100.0
4401,snagged,_sna_gged_,sn@gd__,50.0,4717.0,50.0
4402,snags,_sna_gs___,sn@gz__,111.0,4718.0,111.0
4403,snail,_snail____,snel___,27.0,4719.0,27.0
4404,snails,_snails___,snelz__,25.0,4720.0,25.0
4405,snake,_sna_ke___,snek___,129.0,4721.0,129.0
4406,snakes,_sna_kes__,sneks__,81.0,4722.0,81.0
4407,snap,_sna_p____,sn@p___,282.0,4723.0,282.0
4408,snapped,_sna_pped_,sn@pt__,348.0,4724.0,348.0
4409,snaps,_sna_ps___,sn@ps__,86.0,4725.0,86.0
4410,snare,_sna_re___,snEr___,76.0,4726.0,76.0
4411,snares,_sna_res__,snErz__,5.0,4727.0,5.0
4412,snarl,_sna_rl___,snarl__,35.0,4728.0,35.0
4413,snarled,_sna_rled_,snarld_,28.0,4729.0,28.0
4414,snarls,_sna_rls__,snarlz_,34.0,4730.0,34.0
4415,snatch,_sna_tch__,sn@tC__,52.0,4731.0,52.0
4416,snatched,_sna_tched,sn@tCt_,54.0,4732.0,54.0
4417,sneak,_sneak____,snik___,126.0,4733.0,126.0
4418,sneaked,_sneaked__,snikt__,35.0,4734.0,35.0
4419,sneaks,_sneaks___,sniks__,16.0,4735.0,16.0
4420,sneer,_sneer____,snir___,26.0,4736.0,26.0
4421,sneered,_sneered__,snird__,20.0,4737.0,20.0
4422,sneers,_sneers___,snirz__,20.0,4738.0,20.0
4423,sneeze,_sneeze___,sniz___,13.0,4739.0,13.0
4424,sneezed,_sneezed__,snizd__,3.0,4740.0,3.0
4425,sniff,_sni_ff___,snIf___,48.0,4742.0,48.0
4426,sniffed,_sni_ffed_,snIft__,31.0,4743.0,31.0
4427,sniffs,_sni_ffs__,snIfs__,46.0,4744.0,46.0
4428,snip,_sni_p____,snIp___,6.0,4745.0,6.0
4429,snipe,_sni_pe___,snAp___,7.0,4746.0,7.0
4430,snips,_sni_ps___,snIps__,3.0,4747.0,3.0
4431,snob,_sno_b____,snab___,21.0,4748.0,21.0
4432,snobs,_sno_bs___,snabz__,8.0,4749.0,8.0
4433,snoop,_snoop____,snup___,5.0,4753.0,5.0
4434,snooped,_snooped__,snupt__,1.0,4754.0,1.0
4435,snoops,_snoops___,snups__,5.0,4755.0,5.0
4436,snoot,_snoot____,snut___,1.0,4756.0,1.0
4437,snoots,_snoots___,snuts__,0.0,4757.0,0.0
4438,snooze,_snooze___,snuz___,10.0,4758.0,10.0
4439,snore,_sno_re___,snor___,17.0,4759.0,17.0
4440,snort,_sno_rt___,snort__,11.0,4760.0,11.0
4441,snot,_sno_t____,snat___,1.0,4761.0,1.0
4442,snout,_snout____,snWt___,13.0,4762.0,13.0
4443,snouts,_snouts___,snWts__,9.0,4763.0,9.0
4444,snow,_snow_____,sno____,580.0,4764.0,580.0
4445,snows,_snows____,snoz___,29.0,4765.0,29.0
4446,snub,_snu_b____,sn^b___,23.0,4766.0,23.0
4447,snubbed,_snu_bbed_,sn^bd__,27.0,4767.0,27.0
4448,snubs,_snu_bs___,sn^bz__,6.0,4768.0,6.0
4449,snuff,_snu_ff___,sn^f___,54.0,4769.0,54.0
4450,snuffed,_snu_ffed_,sn^ft__,16.0,4770.0,16.0
4451,snuffs,_snu_ffs__,sn^fs__,2.0,4771.0,2.0
4452,snug,_snu_g____,sn^g___,16.0,4772.0,16.0
4453,so,__so______,_so____,46961.0,4773.0,46961.0
4454,soak,__soak____,_sok___,84.0,4774.0,84.0
4455,soaked,__soaked__,_sokt__,75.0,4775.0,75.0
4456,soaks,__soaks___,_soks__,18.0,4776.0,18.0
4457,soap,__soap____,_sop___,440.0,4777.0,440.0
4458,soaps,__soaps___,_sops__,74.0,4778.0,74.0
4459,soar,__soar____,_sor___,327.0,4779.0,327.0
4460,soared,__soared__,_sord__,2203.0,4780.0,2203.0
4461,soars,__soars___,_sorz__,60.0,4781.0,60.0
4462,sob,__so_b____,_sab___,26.0,4782.0,26.0
4463,sobs,__so_bs___,_sabz__,15.0,4783.0,15.0
4464,sock,__so_ck___,_sak___,36.0,4784.0,36.0
4465,socks,__so_cks__,_saks__,160.0,4785.0,160.0
4466,sod,__so_d____,_sad___,28.0,4786.0,28.0
4467,sods,__so_ds___,_sadz__,1.0,4787.0,1.0
4468,soft,__so_ft___,_saft__,2318.0,4788.0,2318.0
4469,soil,__soil____,_sOl___,506.0,4789.0,506.0
4470,soils,__soils___,_sOlz__,23.0,4790.0,23.0
4471,sold,__so_ld___,_sold__,18532.0,4791.0,18532.0
4472,sole,__so_le___,_sol___,976.0,4792.0,976.0
4473,solve,__so_lve__,_salv__,944.0,4793.0,944.0
4474,some,__so_me___,_s^m___,84965.0,4794.0,84965.0
4475,son,__so_n____,_s^n___,2642.0,4795.0,2642.0
4476,song,__so_ng___,_sang__,634.0,4796.0,634.0
4477,songs,__so_ngs__,_sangz_,425.0,4797.0,425.0
4478,sons,__so_ns___,_s^nz__,1236.0,4798.0,1236.0
4479,soon,__soon____,_sun___,8343.0,4799.0,8343.0
4480,soot,__soot____,_sUt___,13.0,4800.0,13.0
4481,soothe,__soothe__,_suD___,72.0,4802.0,72.0
4482,soothed,__soothed_,_suDd__,17.0,4803.0,17.0
4483,soothes,__soothes_,_suDz__,11.0,4804.0,11.0
4484,sooths,__sooths__,_suTs__,0.0,4805.0,0.0
4485,sop,__so_p____,_sap___,42.0,4807.0,42.0
4486,sops,__so_ps___,_saps__,8.0,4808.0,8.0
4487,sore,__so_re___,_sor___,143.0,4809.0,143.0
4488,sort,__so_rt___,_sort__,2504.0,4810.0,2504.0
4489,sorts,__so_rts__,_sorts_,447.0,4811.0,447.0
4490,sot,__so_t____,_sat___,3.0,4812.0,3.0
4491,sots,__so_ts___,_sats__,2.0,4813.0,2.0
4492,sought,__sought__,_sat___,4116.0,4814.0,4116.0
4493,soul,__soul____,_sol___,357.0,4815.0,357.0
4494,souls,__souls___,_solz__,129.0,4816.0,129.0
4495,sound,__sound___,_sWnd__,2531.0,4817.0,2531.0
4496,sounds,__sounds__,_sWndz_,980.0,4818.0,980.0
4497,soup,__soup____,_sup___,486.0,4819.0,486.0
4498,soups,__soups___,_sups__,63.0,4820.0,63.0
4499,sour,__sour____,_sWr___,365.0,4821.0,365.0
4500,source,__source__,_sors__,5428.0,4822.0,5428.0
4501,soured,__soured__,_sWrd__,175.0,4823.0,175.0
4502,sours,__sours___,_sWrz__,22.0,4824.0,22.0
4503,souse,__souse___,_sWs___,0.0,4825.0,0.0
4504,south,__south___,_sWT___,12413.0,4826.0,12413.0
4505,sow,__sow_____,_so____,35.0,4827.0,35.0
4506,soy,__soy_____,_sO____,42.0,4828.0,42.0
4507,soys,__soys____,_sOz___,0.0,4829.0,0.0
4508,spa,_spa______,spa____,1048.0,4830.0,1048.0
4509,space,_spa_ce___,spes___,5724.0,4831.0,5724.0
4510,spade,_spa_de___,sped___,15.0,4832.0,15.0
4511,spades,_spa_des__,spedz__,11.0,4833.0,11.0
4512,spam,_spa_m____,sp@m___,32.0,4834.0,32.0
4513,span,_spa_n____,sp@n___,240.0,4835.0,240.0
4514,spank,_spa_nk___,sp@nk__,2.0,4836.0,2.0
4515,spans,_spa_ns___,sp@nz__,59.0,4837.0,59.0
4516,spar,_spa_r____,spar___,64.0,4838.0,64.0
4517,spare,_spa_re___,spEr___,659.0,4839.0,659.0
4518,spared,_spa_red__,spErd__,176.0,4840.0,176.0
4519,spares,_spa_res__,spErz__,49.0,4841.0,49.0
4520,spark,_spa_rk___,spark__,529.0,4842.0,529.0
4521,sparks,_spa_rks__,sparks_,131.0,4843.0,131.0
4522,sparse,_spa_rse__,spars__,94.0,4844.0,94.0
4523,spas,_spa_s____,spaz___,29.0,4845.0,29.0
4524,spat,_spa_t____,sp@t___,79.0,4846.0,79.0
4525,spate,_spa_te___,spet___,365.0,4847.0,365.0
4526,spates,_spa_tes__,spets__,1.0,4848.0,1.0
4527,spawn,_spawn____,span___,81.0,4849.0,81.0
4528,spay,_spay_____,spe____,1.0,4850.0,1.0
4529,speak,_speak____,spik___,1409.0,4851.0,1409.0
4530,speaks,_speaks___,spiks__,536.0,4852.0,536.0
4531,spear,_spear____,spir___,343.0,4853.0,343.0
4532,spears,_spears___,spirz__,53.0,4854.0,53.0
4533,speck,_spe_ck___,spEk___,11.0,4855.0,11.0
4534,specks,_spe_cks__,spEks__,8.0,4856.0,8.0
4535,speech,_speech___,spiC___,3047.0,4857.0,3047.0
4536,speed,_speed____,spid___,2132.0,4858.0,2132.0
4537,speeds,_speeds___,spidz__,202.0,4859.0,202.0
4538,spell,_spe_ll___,spEl___,460.0,4860.0,460.0
4539,spells,_spe_lls__,spElz__,105.0,4861.0,105.0
4540,spend,_spe_nd___,spEnd__,3976.0,4862.0,3976.0
4541,spends,_spe_nds__,spEndz_,627.0,4863.0,627.0
4542,spent,_spe_nt___,spEnt__,4641.0,4864.0,4641.0
4543,sperm,_spe_rm___,sp^rm__,99.0,4865.0,99.0
4544,spew,_spew_____,spY____,23.0,4866.0,23.0
4545,spewed,_spewed___,spYd___,30.0,4867.0,30.0
4546,spews,_spews____,spYz___,18.0,4868.0,18.0
4547,sphere,sphe_re___,sfir___,110.0,4869.0,110.0
4548,spheres,sphe_res__,sfirz__,34.0,4870.0,34.0
4549,sphinx,sphi_nx___,sfinks_,22.0,4871.0,22.0
4550,spice,_spi_ce___,spAs___,77.0,4872.0,77.0
4551,spies,_spies____,spAz___,127.0,4873.0,127.0
4552,spike,_spi_ke___,spAk___,111.0,4874.0,111.0
4553,spikes,_spi_kes__,spAks__,36.0,4875.0,36.0
4554,spill,_spi_ll___,spIl___,466.0,4876.0,466.0
4555,spilled,_spi_lled_,spIld__,206.0,4877.0,206.0
4556,spills,_spi_lls__,spIlz__,116.0,4878.0,116.0
4557,spin,_spi_n____,spIn___,705.0,4879.0,705.0
4558,spine,_spi_ne___,spAn___,42.0,4880.0,42.0
4559,spines,_spi_nes__,spAnz__,12.0,4881.0,12.0
4560,spins,_spi_ns___,spInz__,55.0,4882.0,55.0
4561,spire,_spi_re___,spAr___,17.0,4883.0,17.0
4562,spires,_spi_res__,spArz__,8.0,4884.0,8.0
4563,spit,_spi_t____,spIt___,74.0,4885.0,74.0
4564,spite,_spi_te___,spAt___,307.0,4886.0,307.0
4565,spites,_spi_tes__,spAts__,0.0,4887.0,0.0
4566,spits,_spi_ts___,spIts__,14.0,4888.0,14.0
4567,spoil,_spoil____,spOl___,66.0,4900.0,66.0
4568,spoiled,_spoiled__,spOld__,100.0,4901.0,100.0
4569,spoils,_spoils___,spOlz__,59.0,4902.0,59.0
4570,spoke,_spo_ke___,spok___,786.0,4903.0,786.0
4571,sponge,_spo_nge__,sp^nJ__,38.0,4904.0,38.0
4572,spoof,_spoof____,spuf___,36.0,4905.0,36.0
4573,spoofs,_spoofs___,spufs__,9.0,4906.0,9.0
4574,spook,_spook____,spuk___,27.0,4907.0,27.0
4575,spooks,_spooks___,spuks__,8.0,4908.0,8.0
4576,spool,_spool____,spul___,10.0,4909.0,10.0
4577,spools,_spools___,spulz__,3.0,4910.0,3.0
4578,spoon,_spoon____,spun___,59.0,4911.0,59.0
4579,spoons,_spoons___,spunz__,23.0,4912.0,23.0
4580,spore,_spo_re___,spor___,1.0,4914.0,1.0
4581,spores,_spo_res__,sporz__,7.0,4915.0,7.0
4582,sport,_spo_rt___,sport__,1033.0,4916.0,1033.0
4583,sports,_spo_rts__,sports_,2452.0,4917.0,2452.0
4584,spot,_spo_t____,spat___,2768.0,4918.0,2768.0
4585,spots,_spo_ts___,spats__,761.0,4919.0,761.0
4586,spouse,_spouse___,spWs___,255.0,4920.0,255.0
4587,spout,_spout____,spWt___,13.0,4921.0,13.0
4588,spouts,_spouts___,spWts__,5.0,4922.0,5.0
4589,spud,_spu_d____,sp^d___,5.0,4945.0,5.0
4590,spun,_spu_n____,sp^n___,568.0,4947.0,568.0
4591,spunk,_spu_nk___,sp^nk__,6.0,4948.0,6.0
4592,spur,_spu_r____,sp^r___,840.0,4949.0,840.0
4593,spurn,_spu_rn___,sp^rn__,44.0,4950.0,44.0
4594,spurned,_spu_rned_,sp^rnd_,230.0,4951.0,230.0
4595,spurns,_spu_rns__,sp^rnz_,17.0,4952.0,17.0
4596,spurs,_spu_rs___,sp^rz__,53.0,4953.0,53.0
4597,spurt,_spu_rt___,sp^rt__,221.0,4954.0,221.0
4598,spurts,_spu_rts__,sp^rts_,23.0,4955.0,23.0
4599,spy,_spy______,spA____,391.0,4956.0,391.0
4600,stab,_sta_b____,st@b___,35.0,4981.0,35.0
4601,stabs,_sta_bs___,st@bz__,17.0,4982.0,17.0
4602,stack,_sta_ck___,st@k___,211.0,4983.0,211.0
4603,stacked,_sta_cked_,st@kt__,143.0,4984.0,143.0
4604,stacks,_sta_cks__,st@ks__,101.0,4985.0,101.0
4605,staff,_sta_ff___,st@f___,7575.0,4986.0,7575.0
4606,staffs,_sta_ffs__,st@fs__,402.0,4987.0,402.0
4607,stag,_sta_g____,st@g___,17.0,4988.0,17.0
4608,stage,_sta_ge___,steJ___,2753.0,4989.0,2753.0
4609,stags,_sta_gs___,st@gz__,4.0,4990.0,4.0
4610,stain,_stain____,sten___,50.0,4991.0,50.0
4611,stained,_stained__,stend__,62.0,4992.0,62.0
4612,stains,_stains___,stenz__,29.0,4993.0,29.0
4613,stair,_stair____,stEr___,10.0,4994.0,10.0
4614,stairs,_stairs___,stErz__,90.0,4995.0,90.0
4615,stake,_sta_ke___,stek___,18370.0,4996.0,18370.0
4616,stakes,_sta_kes__,steks__,1391.0,4997.0,1391.0
4617,stale,_sta_le___,stel___,64.0,4998.0,64.0
4618,stalk,_sta_lk___,stalk__,31.0,4999.0,31.0
4619,stalked,_sta_lked_,stalkt_,43.0,5000.0,43.0
4620,stalks,_sta_lks__,stalks_,40.0,5001.0,40.0
4621,stall,_sta_ll___,stal___,227.0,5002.0,227.0
4622,stalls,_sta_lls__,stalz__,61.0,5003.0,61.0
4623,stamp,_sta_mp___,st@mp__,373.0,5004.0,373.0
4624,stamped,_sta_mped_,st@mpt_,92.0,5005.0,92.0
4625,stamps,_sta_mps__,st@mps_,278.0,5006.0,278.0
4626,stance,_sta_nce__,st@ns__,999.0,5007.0,999.0
4627,stand,_sta_nd___,st@nd__,3164.0,5008.0,3164.0
4628,stands,_sta_nds__,st@ndz_,1805.0,5009.0,1805.0
4629,star,_sta_r____,star___,2871.0,5012.0,2871.0
4630,starch,_sta_rch__,starC__,62.0,5013.0,62.0
4631,stare,_sta_re___,stEr___,58.0,5014.0,58.0
4632,stared,_sta_red__,stErd__,41.0,5015.0,41.0
4633,stares,_sta_res__,stErz__,71.0,5016.0,71.0
4634,stark,_sta_rk___,stark__,494.0,5017.0,494.0
4635,stars,_sta_rs___,starz__,996.0,5018.0,996.0
4636,start,_sta_rt___,start__,7864.0,5019.0,7864.0
4637,starts,_sta_rts__,starts_,1776.0,5020.0,1776.0
4638,starve,_sta_rve__,starv__,48.0,5021.0,48.0
4639,starved,_sta_rved_,starvd_,108.0,5022.0,108.0
4640,starves,_sta_rves_,starvz_,4.0,5023.0,4.0
4641,stash,_sta_sh___,st@S___,31.0,5024.0,31.0
4642,stashed,_sta_shed_,staSt__,49.0,5025.0,49.0
4643,state,_sta_te___,stet___,31804.0,5026.0,31804.0
4644,states,_sta_tes__,stets__,10438.0,5027.0,10438.0
4645,staunch,_staunch__,stanC__,167.0,5028.0,167.0
4646,stave,_sta_ve___,stev___,166.0,5029.0,166.0
4647,staved,_sta_ved__,stevd__,25.0,5030.0,25.0
4648,staves,_sta_ves__,stevz__,5.0,5031.0,5.0
4649,stay,_stay_____,ste____,3679.0,5032.0,3679.0
4650,stayed,_stayed___,sted___,1000.0,5033.0,1000.0
4651,stays,_stays____,stez___,467.0,5034.0,467.0
4652,stead,_stead____,stEd___,30.0,5035.0,30.0
4653,steads,_steads___,stEdz__,0.0,5036.0,0.0
4654,steak,_steak____,stek___,199.0,5037.0,199.0
4655,steaks,_steaks___,steks__,31.0,5038.0,31.0
4656,steal,_steal____,stil___,301.0,5039.0,301.0
4657,steals,_steals___,stilz__,32.0,5040.0,32.0
4658,stealth,_stealth__,stElT__,410.0,5041.0,410.0
4659,steam,_steam____,stim___,813.0,5043.0,813.0
4660,steams,_steams___,stimz__,4.0,5044.0,4.0
4661,steed,_steed____,stid___,28.0,5045.0,28.0
4662,steeds,_steeds___,stidz__,2.0,5046.0,2.0
4663,steel,_steel____,stil___,8134.0,5047.0,8134.0
4664,steels,_steels___,stilz__,182.0,5048.0,182.0
4665,steep,_steep____,stip___,984.0,5049.0,984.0
4666,steer,_steer____,stir___,304.0,5050.0,304.0
4667,steered,_steered__,stird__,126.0,5051.0,126.0
4668,steers,_steers___,stirz__,52.0,5052.0,52.0
4669,stein,_stein____,stAn___,390.0,5053.0,390.0
4670,steins,_steins___,stAnz__,2.0,5054.0,2.0
4671,stem,_ste_m____,stEm___,919.0,5055.0,919.0
4672,stems,_ste_ms___,stEmz__,730.0,5056.0,730.0
4673,stench,_ste_nch__,stEnC__,16.0,5057.0,16.0
4674,step,_ste_p____,stEp___,4842.0,5058.0,4842.0
4675,steps,_ste_ps___,stEps__,2896.0,5059.0,2896.0
4676,stern,_ste_rn___,st^rn__,598.0,5060.0,598.0
4677,stew,_stew_____,stu____,51.0,5061.0,51.0
4678,stews,_stews____,stuz___,7.0,5062.0,7.0
4679,stick,_sti_ck___,stIk___,973.0,5063.0,973.0
4680,sticks,_sti_cks__,stIks__,247.0,5064.0,247.0
4681,stiff,_sti_ff___,stIf___,621.0,5065.0,621.0
4682,stile,_sti_le___,stAl___,1.0,5066.0,1.0
4683,still,_sti_ll___,stIl___,29791.0,5067.0,29791.0
4684,stilt,_sti_lt___,stIlt__,0.0,5068.0,0.0
4685,stilts,_sti_lts__,stIlts_,12.0,5069.0,12.0
4686,sting,_sti_ng___,stIng__,180.0,5070.0,180.0
4687,stings,_sti_ngs__,stIngz_,8.0,5071.0,8.0
4688,stink,_sti_nk___,stInk__,28.0,5072.0,28.0
4689,stinks,_sti_nks__,stInks_,48.0,5073.0,48.0
4690,stint,_sti_nt___,stInt__,232.0,5074.0,232.0
4691,stints,_sti_nts__,stInts_,63.0,5075.0,63.0
4692,stir,_sti_r____,st^r___,342.0,5076.0,342.0
4693,stirred,_sti_rred_,st^rd__,317.0,5077.0,317.0
4694,stirs,_sti_rs___,st^rz__,60.0,5078.0,60.0
4695,stitch,_sti_tch__,stItC__,19.0,5079.0,19.0
4696,stock,_sto_ck___,stak___,85270.0,5081.0,85270.0
4697,stocks,_sto_cks__,staks__,20512.0,5082.0,20512.0
4698,stoke,_sto_ke___,stok___,26.0,5084.0,26.0
4699,stoked,_sto_ked__,stokt__,19.0,5085.0,19.0
4700,stokes,_sto_kes__,stoks__,59.0,5086.0,59.0
4701,stole,_sto_le___,stol___,147.0,5087.0,147.0
4702,stomp,_sto_mp___,stamp__,19.0,5088.0,19.0
4703,stone,_sto_ne___,ston___,1280.0,5089.0,1280.0
4704,stones,_sto_nes__,stonz__,287.0,5090.0,287.0
4705,stood,_stood____,stUd___,2098.0,5091.0,2098.0
4706,stool,_stool____,stul___,46.0,5092.0,46.0
4707,stools,_stools___,stulz__,15.0,5093.0,15.0
4708,stoop,_stoop____,stup___,38.0,5094.0,38.0
4709,stooped,_stooped__,stupt__,18.0,5095.0,18.0
4710,stoops,_stoops___,stups__,14.0,5096.0,14.0
4711,stop,_sto_p____,stap___,4719.0,5097.0,4719.0
4712,stopped,_sto_pped_,stapt__,1998.0,5098.0,1998.0
4713,stops,_sto_ps___,staps__,546.0,5099.0,546.0
4714,store,_sto_re___,stor___,5098.0,5100.0,5098.0
4715,stores,_sto_res__,storz__,10163.0,5101.0,10163.0
4716,stork,_sto_rk___,stork__,15.0,5102.0,15.0
4717,storks,_sto_rks__,storks_,5.0,5103.0,5.0
4718,storm,_sto_rm___,storm__,631.0,5104.0,631.0
4719,storms,_sto_rms__,stormz_,136.0,5105.0,136.0
4720,stout,_stout____,stWt___,83.0,5107.0,83.0
4721,stove,_sto_ve___,stov___,62.0,5108.0,62.0
4722,stoves,_sto_ves__,stovz__,28.0,5109.0,28.0
4723,stow,_stow_____,sto____,3.0,5110.0,3.0
4724,stowed,_stowed___,stod___,11.0,5111.0,11.0
4725,stows,_stows____,stoz___,0.0,5112.0,0.0
4726,stub,_stu_b____,st^b___,93.0,5167.0,93.0
4727,stubbed,_stu_bbed_,st^bd__,9.0,5168.0,9.0
4728,stubs,_stu_bs___,st^bz__,46.0,5169.0,46.0
4729,stuck,_stu_ck___,st^k___,748.0,5170.0,748.0
4730,stud,_stu_d____,st^d___,39.0,5171.0,39.0
4731,studs,_stu_ds___,st^dz__,10.0,5172.0,10.0
4732,stuff,_stu_ff___,st^f___,1095.0,5173.0,1095.0
4733,stuffs,_stu_ffs__,st^fs__,10.0,5174.0,10.0
4734,stump,_stu_mp___,st^mp__,115.0,5175.0,115.0
4735,stumps,_stu_mps__,st^mps_,10.0,5176.0,10.0
4736,stun,_stu_n____,st^n___,6.0,5177.0,6.0
4737,stung,_stu_ng___,st^ng__,146.0,5178.0,146.0
4738,stunk,_stu_nk___,st^nk__,3.0,5179.0,3.0
4739,stunned,_stu_nned_,st^nd__,429.0,5180.0,429.0
4740,stuns,_stu_ns___,st^nz__,3.0,5181.0,3.0
4741,stunt,_stu_nt___,st^nt__,124.0,5182.0,124.0
4742,stunts,_stu_nts__,st^nts_,42.0,5183.0,42.0
4743,sty,_sty______,stA____,1.0,5184.0,1.0
4744,style,_sty_le___,stAl___,3041.0,5185.0,3041.0
4745,styles,_sty_les__,stAlz__,374.0,5186.0,374.0
4746,suave,_sua_ve___,swav___,46.0,5187.0,46.0
4747,sub,__su_b____,_s^b___,255.0,5188.0,255.0
4748,subs,__su_bs___,_s^bz__,41.0,5189.0,41.0
4749,such,__su_ch___,_s^C___,48773.0,5190.0,48773.0
4750,suck,__su_ck___,_s^k___,43.0,5191.0,43.0
4751,sucked,__su_cked_,_s^kt__,72.0,5192.0,72.0
4752,sucks,__su_cks__,_s^ks__,12.0,5193.0,12.0
4753,suds,__su_ds___,_s^dz__,8.0,5194.0,8.0
4754,sue,__sue_____,_su____,850.0,5195.0,850.0
4755,sued,__sued____,_sud___,2073.0,5196.0,2073.0
4756,suede,_sue_de___,swed___,20.0,5197.0,20.0
4757,suedes,_sue_des__,swedz__,0.0,5198.0,0.0
4758,sues,__sues____,_suz___,45.0,5199.0,45.0
4759,suit,__suit____,_sut___,9756.0,5200.0,9756.0
4760,suite,_sui_te___,swit___,296.0,5201.0,296.0
4761,suites,_sui_tes__,swits__,151.0,5202.0,151.0
4762,suits,__suits___,_suts__,2641.0,5203.0,2641.0
4763,sulk,__su_lk___,_s^lk__,4.0,5204.0,4.0
4764,sulked,__su_lked_,_s^lkt_,3.0,5205.0,3.0
4765,sulks,__su_lks__,_s^lks_,2.0,5206.0,2.0
4766,sum,__su_m____,_s^m___,1008.0,5207.0,1008.0
4767,sump,__su_mp___,_s^mp__,7.0,5208.0,7.0
4768,sums,__su_ms___,_s^mz__,505.0,5209.0,505.0
4769,sun,__su_n____,_s^n___,3120.0,5210.0,3120.0
4770,sung,__su_ng___,_s^ng__,211.0,5211.0,211.0
4771,sunk,__su_nk___,_s^nk__,171.0,5212.0,171.0
4772,suns,__su_ns___,_s^nz__,14.0,5213.0,14.0
4773,sup,__su_p____,_s^p___,7.0,5214.0,7.0
4774,surd,__su_rd___,_s^rd__,0.0,5215.0,0.0
4775,sure,__su_re___,_S^r___,4946.0,5216.0,4946.0
4776,surf,__su_rf___,_s^rf__,114.0,5217.0,114.0
4777,surfs,__su_rfs__,_s^rfs_,1.0,5218.0,1.0
4778,surge,__su_rge__,_s^rJ__,2644.0,5219.0,2644.0
4779,surged,__su_rged_,_s^rJd_,2549.0,5220.0,2549.0
4780,svelte,_sve_lte__,svElt__,14.0,5221.0,14.0
4781,swab,_swa_b____,swab___,21.0,5222.0,21.0
4782,swabbed,_swa_bbed_,swabd__,1.0,5223.0,1.0
4783,swabs,_swa_bs___,swabz__,3.0,5224.0,3.0
4784,swam,_swa_m____,sw@m___,20.0,5227.0,20.0
4785,swamp,_swa_mp___,swamp__,106.0,5228.0,106.0
4786,swamps,_swa_mps__,swamps_,34.0,5229.0,34.0
4787,swan,_swa_n____,swan___,108.0,5230.0,108.0
4788,swank,_swa_nk___,sw@nk__,66.0,5231.0,66.0
4789,swans,_swa_ns___,swanz__,14.0,5232.0,14.0
4790,swap,_swa_p____,swap___,1933.0,5233.0,1933.0
4791,swapped,_swa_pped_,swopt__,245.0,5234.0,245.0
4792,swaps,_swa_ps___,sw@ps__,536.0,5235.0,536.0
4793,swarm,_swa_rm___,sworm__,32.0,5237.0,32.0
4794,swarmed,_swa_rmed_,swormd_,24.0,5238.0,24.0
4795,swarms,_swa_rms__,swarmz_,35.0,5239.0,35.0
4796,swat,_swa_t____,swat___,26.0,5240.0,26.0
4797,swatch,_swa_tch__,swatC__,7.0,5241.0,7.0
4798,swath,_swa_th___,swaT___,52.0,5242.0,52.0
4799,swaths,_swa_ths__,swaDz__,5.0,5243.0,5.0
4800,sway,_sway_____,swe____,178.0,5244.0,178.0
4801,sways,_sways____,swez___,8.0,5245.0,8.0
4802,swear,_swear____,swEr___,68.0,5246.0,68.0
4803,swears,_swears___,swErz__,34.0,5247.0,34.0
4804,sweat,_sweat____,swEt___,212.0,5248.0,212.0
4805,sweats,_sweats___,swEts__,24.0,5249.0,24.0
4806,swede,_swe_de___,swid___,16.0,5250.0,16.0
4807,sweep,_sweep____,swip___,340.0,5251.0,340.0
4808,sweeps,_sweeps___,swips__,122.0,5252.0,122.0
4809,sweet,_sweet____,swit___,516.0,5253.0,516.0
4810,swell,_swe_ll___,swEl___,159.0,5254.0,159.0
4811,swelled,_swe_lled_,swEld__,240.0,5255.0,240.0
4812,swells,_swe_lls__,swElz__,34.0,5256.0,34.0
4813,swept,_swe_pt___,swEpt__,494.0,5257.0,494.0
4814,swerve,_swe_rve__,sw^rv__,12.0,5258.0,12.0
4815,swerved,_swe_rved_,sw^rvd_,8.0,5259.0,8.0
4816,swerves,_swe_rves_,sw^rvz_,4.0,5260.0,4.0
4817,swift,_swi_ft___,swIft__,433.0,5261.0,433.0
4818,swig,_swi_g____,swIg___,11.0,5262.0,11.0
4819,swigs,_swi_gs___,swIgz__,0.0,5263.0,0.0
4820,swill,_swi_ll___,swIl___,5.0,5264.0,5.0
