,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
5408,verb,__ve_rb___,__v^rb____,14.0,55.5,0.4542,35.0,1025.0,6.0,16.0,19.0,21.0,25.0,27.0,30.0,28.0,28.0,46.0,40.0,36.0,6.0,1025.0,3.0,5796
5409,verbs,__ve_rbs__,__v^rbz___,12.0,52.20000076,0.352999985,16.0,550.0,1.0,20.0,15.0,13.0,10.0,12.0,12.0,12.0,14.0,23.0,18.0,19.0,4.0,550.0,4.193220934316819,5797
5410,verge,__ve_rge__,__v^rJ____,256.0,43.5,0.49520000799999997,2.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,63.0,2.6,5798
5411,verse,__ve_rse__,__v^rs____,64.0,47.40000153,0.610800028,5.0,134.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,7.0,6.0,134.0,3.8,5799
5412,verve,__ve_rve__,__v^rv____,32.0,30.29999924,0.25630000199999997,0.10779999900000001,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,5800
5413,verves,__ve_rves_,__v^rvz___,4.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5801
5414,vest,__ve_st___,__vEst____,112.0,44.0,0.4296,2.0,73.0,2.0,8.0,7.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,73.0,6.2,5802
5415,vests,__ve_sts__,__vEsts___,35.0,38.79999924,0.598699987,0.757099986,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.193220934316819,5803
5416,vet,__ve_t____,__vEt_____,28.0,43.29999924,0.477100015,2.0,60.0,10.0,7.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,60.0,6.0,5804
5417,vets,__ve_ts___,__vEts____,64.0,35.20000076,0.44639998700000005,0.332300007,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.193220934316819,5806
5418,vex,__ve_x____,__vEks____,9.0,34.59999847,0.306100011,0.290199995,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.7,5807
5419,vexed,__ve_xed__,__vEkst___,13.0,39.70000076,0.44639998700000005,0.9340999720000001,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.193220934316819,5808
5420,vice,__vi_ce___,__vAs_____,26699.0,51.59999847,0.8090999720000001,14.0,292.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,6.0,11.0,13.0,14.0,39.0,292.0,2.9,5809
5421,vie,__vie_____,__vA______,214.0,33.79999924,0.470200002,0.238399997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.5,5810
5422,vied,__vied____,__vAd_____,29.0,35.59999847,0.49570000200000003,0.36250001200000004,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.193220934316819,5811
5423,vies,__vies____,__vAz_____,13.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5812
5424,view,__view____,__vY______,6577.0,60.5,0.8694999809999999,112.0,2163.0,7.0,22.0,33.0,37.0,52.0,62.0,69.0,84.0,90.0,114.0,129.0,149.0,234.0,2163.0,3.2,5813
5425,views,__views___,__vYz_____,2267.0,53.59999847,0.654699981,23.0,559.0,0.0,0.0,1.0,3.0,7.0,9.0,11.0,14.0,16.0,20.0,23.0,29.0,74.0,559.0,4.193220934316819,5814
5426,vile,__vi_le___,__vAl_____,26.0,39.29999924,0.18700000600000002,0.842999995,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,3.3,5815
5427,vine,__vi_ne___,__vAn_____,38.0,45.29999924,0.573800027,3.0,86.0,3.0,1.0,7.0,7.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,86.0,6.7,5818
5428,vines,__vi_nes__,__vAnz____,44.0,50.20000076,0.815699995,10.0,208.0,4.0,6.0,11.0,13.0,12.0,12.0,11.0,13.0,10.0,9.0,8.0,6.0,1.0,208.0,4.193220934316819,5819
5429,vise,__vi_se___,__vAs_____,19.0,34.90000153,0.066799998,0.312099993,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.5,5820
5430,vogue,__vo_gue__,__vog_____,182.0,36.29999924,0.40070000299999997,0.42719999,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.3,5821
5431,vogues,__vo_gues_,__vogz____,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5822
5432,voice,__voice___,__vOs_____,2312.0,63.40000153,0.822600007,217.0,4317.0,213.0,387.0,359.0,337.0,284.0,235.0,209.0,194.0,171.0,135.0,128.0,95.0,58.0,4317.0,3.7,5823
5433,void,__void____,__vOd_____,289.0,44.79999924,0.725099981,3.0,67.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,67.0,3.0,5824
5434,voids,__voids___,__vOdz____,16.0,28.5,0.179299995,0.07050000099999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,5825
5435,vole,__vo_le___,__vol_____,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5828
5436,voles,__vo_les__,__volz____,2.0,27.70000076,0.204699993,0.058899999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,5829
5437,volt,__vo_lt___,__volt____,29.0,38.0,0.227799997,0.625999987,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.8,5830
5438,volts,__vo_lts__,__volts___,6.0,42.20000076,0.27610001,1.0,85.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,85.0,4.193220934316819,5831
5439,vote,__vo_te___,__vot_____,8991.0,56.59999847,0.6036999820000001,46.0,1158.0,2.0,9.0,15.0,17.0,20.0,22.0,26.0,30.0,35.0,43.0,46.0,57.0,96.0,1158.0,4.3,5832
5440,votes,__vo_tes__,__vots____,2217.0,51.90000153,0.59829998,15.0,392.0,0.0,0.0,2.0,3.0,4.0,5.0,5.0,5.0,8.0,10.0,11.0,15.0,44.0,392.0,4.193220934316819,5833
5441,vouch,__vouch___,__vWC_____,17.0,32.59999847,0.497299999,0.180000007,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.3,5834
5442,vouched,__vouched_,__vWCt____,11.0,27.70000076,0.31549999100000004,0.058800001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,5835
5443,vow,__vow_____,__vW______,144.0,40.79999924,0.501800001,1.0,33.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,3.3,5836
5444,vowed,__vowed___,__vWd_____,695.0,43.20000076,0.492199987,2.0,58.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,58.0,4.193220934316819,5837
5445,vows,__vows____,__vWz_____,219.0,36.0,0.45550000700000004,0.39599999799999996,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,5838
5446,wad,__wa_d____,__wad_____,43.0,40.29999924,0.584699988,1.0,27.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,5839
5447,wade,__wa_de___,__wed_____,172.0,44.5,0.673699975,2.0,64.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,64.0,4.5,5840
5448,wades,__wa_des__,__wedz____,10.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,5841
5449,waft,__wa_ft___,__waft____,8.0,29.10000038,0.0,0.081600003,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,5842
5450,wag,__wa_g____,__w@g_____,25.0,40.59999847,0.404799998,1.0,35.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,5843
5451,wage,__wa_ge___,__weJ_____,3665.0,51.59999847,0.6112999920000001,14.0,370.0,3.0,2.0,0.0,0.0,2.0,4.0,5.0,7.0,10.0,7.0,9.0,19.0,41.0,370.0,3.6,5844
5452,wagged,__wa_gged_,__w@gd____,5.0,44.20000076,0.31310001,2.0,89.0,11.0,13.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,4.193220934316819,5845
5453,wags,__wa_gs___,__w@gz____,35.0,35.90000153,0.334600002,0.389999986,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.193220934316819,5846
5454,waif,__waif____,__wef_____,12.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.6,5847
5455,waifs,__waifs___,__wefs____,3.0,30.39999962,0.28290000600000004,0.10920000099999999,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.193220934316819,5848
5456,wail,__wail____,__wel_____,15.0,43.0,0.44659999,2.0,58.0,0.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,58.0,2.7,5849
5457,wailed,__wailed__,__weld____,10.0,44.40000153,0.319999993,2.0,93.0,3.0,7.0,6.0,6.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,93.0,4.193220934316819,5850
5458,wails,__wails___,__welz____,13.0,35.40000153,0.309199989,0.349900007,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.193220934316819,5851
5459,wain,__wain____,__wen_____,5.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,5852
5460,wains,__wains___,__wenz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5853
5461,waist,__waist___,__west____,72.0,51.5,0.823400021,13.0,278.0,1.0,14.0,19.0,19.0,18.0,16.0,16.0,14.0,14.0,13.0,12.0,9.0,3.0,278.0,6.0,5854
5462,waists,__waists__,__wests___,12.0,38.0,0.4208,0.6371999979999999,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.193220934316819,5855
5463,wait,__wait____,__wet_____,2035.0,60.40000153,0.793799996,108.0,2216.0,424.0,321.0,203.0,195.0,131.0,100.0,85.0,76.0,65.0,55.0,53.0,42.0,19.0,2216.0,2.6,5856
5464,waits,__waits___,__wets____,147.0,45.0,0.7761999959999999,3.0,66.0,11.0,6.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,66.0,4.193220934316819,5857
5465,waive,__waive___,__wev_____,267.0,32.20000076,0.286199987,0.16419999300000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.8,5858
5466,waived,__waived__,__wevd____,158.0,35.5,0.49599999200000006,0.35220000100000004,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.193220934316819,5859
5467,waives,__waives__,__wevz____,23.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5860
5468,wake,__wa_ke___,__wek_____,2069.0,54.09999847,0.690199971,25.0,580.0,56.0,62.0,50.0,41.0,31.0,26.0,23.0,22.0,21.0,14.0,12.0,10.0,6.0,580.0,3.4,5861
5469,wakes,__wa_kes__,__weks____,34.0,44.5,0.643100023,2.0,67.0,9.0,6.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,67.0,4.193220934316819,5862
5470,wale,__wa_le___,__wel_____,0.0,22.10000038,0.0,0.0163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,5863
5471,wales,__wa_les__,__welz____,112.0,47.70000076,0.685299993,5.0,133.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,6.0,7.0,6.0,7.0,8.0,4.0,133.0,4.193220934316819,5864
5472,walk,__wa_lk___,__walk____,1034.0,61.70000076,0.83920002,148.0,2916.0,485.0,351.0,281.0,246.0,170.0,155.0,140.0,125.0,121.0,103.0,90.0,70.0,22.0,2916.0,5.2,5865
5473,walked,__wa_lked_,__walkt___,593.0,62.0,0.5576999779999999,160.0,4073.0,701.0,524.0,365.0,300.0,220.0,176.0,157.0,137.0,118.0,86.0,74.0,52.0,9.0,4073.0,4.193220934316819,5866
5474,walks,__wa_lks__,__walks___,275.0,52.59999847,0.93900001,17.0,326.0,27.0,27.0,19.0,16.0,17.0,16.0,15.0,15.0,14.0,13.0,12.0,11.0,7.0,326.0,4.193220934316819,5867
5475,wall,__wa_ll___,__wal_____,12643.0,61.40000153,0.805299997,138.0,2827.0,109.0,160.0,170.0,169.0,180.0,168.0,169.0,167.0,155.0,136.0,131.0,105.0,55.0,2827.0,6.2,5868
5476,walls,__wa_lls__,__walz____,761.0,60.5,0.907999992,112.0,2089.0,52.0,53.0,73.0,72.0,107.0,125.0,135.0,142.0,137.0,141.0,150.0,134.0,81.0,2089.0,4.193220934316819,5869
5477,waltz,__wa_ltz__,__walts___,32.0,39.79999924,0.476500005,0.9524000290000001,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.1,5870
5478,wan,__wa_n____,__wan_____,53.0,37.0,0.421000004,0.495799989,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.193220934316819,5871
5479,wand,__wa_nd___,__wand____,17.0,42.40000153,0.6886000040000001,1.0,39.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,5.6,5872
5480,wands,__wa_nds__,__wandz___,4.0,34.20000076,0.42179998799999996,0.26010000699999997,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.193220934316819,5873
5481,wane,__wa_ne___,__wen_____,82.0,31.70000076,0.211700007,0.148499995,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.2,5874
5482,waned,__wa_ned__,__wend____,92.0,37.59999847,0.416399986,0.579599977,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.193220934316819,5875
5483,wanes,__wa_nes__,__wenz____,26.0,28.20000076,0.267199993,0.065499999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,5876
5484,wank,__wa_nk___,__w@nk____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5877
5485,want,__wa_nt___,__want____,14241.0,67.69999695,0.943400025,586.0,10596.0,2034.0,1248.0,985.0,823.0,575.0,503.0,455.0,431.0,396.0,354.0,328.0,302.0,180.0,10596.0,2.4,5878
5486,wants,__wa_nts__,__w@nts___,7269.0,59.79999924,0.891300023,94.0,1787.0,314.0,178.0,112.0,106.0,69.0,66.0,59.0,58.0,59.0,65.0,62.0,66.0,57.0,1787.0,4.193220934316819,5879
5487,war,__wa_r____,__wor_____,9400.0,64.80000305,0.658399999,302.0,7111.0,40.0,66.0,83.0,98.0,158.0,188.0,209.0,219.0,239.0,343.0,357.0,416.0,557.0,7111.0,5.4,5880
5488,ward,__wa_rd___,__word____,1269.0,49.90000153,0.815199971,9.0,195.0,0.0,2.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,8.0,7.0,7.0,10.0,195.0,3.0,5881
5489,wards,__wa_rds__,__wordz___,67.0,42.90000153,0.717999995,1.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,43.0,4.193220934316819,5882
5490,ware,__wa_re___,__wEr_____,67.0,40.90000153,0.46020001200000005,1.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.3,5883
5491,wares,__wa_res__,__wErz____,95.0,44.29999924,0.610199988,2.0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,65.0,4.193220934316819,5884
5492,warm,__wa_rm___,__worm____,637.0,62.70000076,0.899100006,184.0,3455.0,242.0,241.0,277.0,277.0,262.0,237.0,219.0,211.0,196.0,159.0,140.0,98.0,38.0,3455.0,3.5,5885
5493,warmth,__wa_rmth_,__wormT___,100.0,53.29999924,0.908900023,21.0,398.0,0.0,13.0,18.0,21.0,22.0,22.0,17.0,21.0,21.0,22.0,25.0,21.0,9.0,398.0,4.193220934316819,5886
5494,warmths,__wa_rmths,__wormTs__,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5887
5495,warn,__wa_rn___,__worn____,717.0,50.20000076,0.781099975,10.0,216.0,1.0,9.0,10.0,13.0,11.0,11.0,10.0,11.0,13.0,11.0,12.0,9.0,4.0,216.0,3.0,5888
5496,warned,__wa_rned_,__warnd___,2305.0,52.79999924,0.747500002,19.0,409.0,5.0,14.0,14.0,23.0,26.0,24.0,21.0,19.0,16.0,17.0,15.0,14.0,13.0,409.0,4.193220934316819,5889
5497,warns,__wa_rns__,__warnz___,805.0,40.79999924,0.674399972,1.0,28.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,28.0,4.193220934316819,5890
5498,warp,__wa_rp___,__worp____,34.0,44.09999847,0.639800012,2.0,62.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,62.0,3.4,5891
5499,warped,__wa_rped_,__worpt___,21.0,38.29999924,0.559400022,0.683700025,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.193220934316819,5892
5500,warps,__wa_rps__,__warps___,2.0,31.20000076,0.258300006,0.131999999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,5893
5501,wars,__wa_rs___,__worz____,1125.0,53.20000076,0.476000011,20.0,610.0,0.0,5.0,7.0,9.0,13.0,16.0,18.0,19.0,20.0,24.0,25.0,30.0,38.0,610.0,4.193220934316819,5894
5502,wart,__wa_rt___,__wort____,7.0,40.09999847,0.616400003,1.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.4,5895
5503,warts,__wa_rts__,__worts___,39.0,37.40000153,0.58859998,0.549300015,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,5896
5504,was,__wa_s____,__w^z_____,198841.0,79.40000153,0.847500026,8699.0,169465.0,9923.0,10402.0,11500.0,11399.0,10474.0,9940.0,9530.0,9257.0,8867.0,8197.0,7776.0,7025.0,4739.0,169465.0,1.4,5897
5505,wash,__wa_sh___,__waS_____,1009.0,56.0,0.8927000159999999,40.0,758.0,63.0,58.0,53.0,37.0,42.0,37.0,38.0,39.0,35.0,34.0,31.0,25.0,10.0,758.0,5.1,5899
5506,washed,__wa_shed_,__waSt____,119.0,55.5,0.847899973,35.0,692.0,19.0,38.0,50.0,48.0,47.0,48.0,47.0,44.0,39.0,34.0,31.0,23.0,7.0,692.0,4.193220934316819,5900
5507,wasp,__wa_sp___,__wasp____,40.0,42.70000076,0.316399992,1.0,73.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,6.5,5901
5508,wasps,__wa_sps__,__wasps___,11.0,44.59999847,0.5669999720000001,2.0,76.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,76.0,4.193220934316819,5902
5509,waste,__wa_ste__,__west____,3031.0,57.70000076,0.852599978,58.0,1157.0,9.0,23.0,24.0,38.0,46.0,57.0,57.0,60.0,67.0,72.0,76.0,76.0,61.0,1157.0,3.8,5903
5510,wastes,__wa_stes_,__wests___,305.0,54.40000153,0.557500005,27.0,788.0,0.0,1.0,8.0,9.0,22.0,29.0,30.0,33.0,37.0,36.0,39.0,37.0,37.0,788.0,4.193220934316819,5904
5511,watch,__wa_tch__,__watC____,1793.0,61.79999924,0.9223999979999999,151.0,2773.0,284.0,294.0,258.0,229.0,182.0,161.0,155.0,140.0,138.0,112.0,100.0,76.0,37.0,2773.0,5.9,5905
5512,watched,__wa_tched,__watCt___,1348.0,60.0,0.629100025,101.0,2396.0,171.0,234.0,215.0,193.0,154.0,132.0,123.0,111.0,98.0,72.0,60.0,39.0,17.0,2396.0,4.193220934316819,5906
5513,watt,__wa_tt___,__wat_____,94.0,45.79999924,0.8113999959999999,3.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,78.0,3.3,5907
5514,watts,__wa_tts__,__wats____,229.0,43.29999924,0.541400015,2.0,62.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,62.0,4.193220934316819,5908
5515,wave,__wa_ve___,__wev_____,1634.0,56.70000076,0.7254999879999999,46.0,1040.0,16.0,27.0,35.0,39.0,44.0,49.0,47.0,43.0,39.0,36.0,37.0,38.0,50.0,1040.0,5.5,5909
5516,waves,__wa_ves__,__wevz____,461.0,59.79999924,0.713999987,95.0,2168.0,71.0,51.0,60.0,83.0,104.0,109.0,106.0,109.0,105.0,96.0,95.0,89.0,52.0,2168.0,4.193220934316819,5910
5517,wax,__wa_x____,__w@ks____,110.0,52.09999847,0.8544999959999999,16.0,316.0,4.0,15.0,14.0,12.0,16.0,17.0,16.0,15.0,14.0,13.0,10.0,13.0,9.0,316.0,5.6,5911
5518,way,__way_____,__we______,21286.0,70.90000153,0.982200027,1233.0,21600.0,1288.0,1322.0,1517.0,1500.0,1482.0,1439.0,1385.0,1336.0,1272.0,1186.0,1116.0,1024.0,694.0,21600.0,2.3,5912
5519,ways,__ways____,__wez_____,4874.0,65.09999847,0.936800003,321.0,5860.0,114.0,156.0,229.0,249.0,324.0,357.0,359.0,366.0,366.0,362.0,354.0,348.0,316.0,5860.0,4.193220934316819,5913
5520,we,__we______,__wi______,61693.0,74.19999695,0.9620000120000001,2604.0,46339.0,4846.0,3286.0,3235.0,3012.0,2556.0,2415.0,2332.0,2274.0,2218.0,2194.0,2153.0,2186.0,1945.0,46339.0,2.3,5914
5521,weak,__weak____,__wik_____,3448.0,57.09999847,0.959800005,51.0,921.0,24.0,38.0,35.0,41.0,38.0,44.0,45.0,50.0,52.0,56.0,56.0,55.0,53.0,921.0,3.3,5915
5522,weal,__weal____,__wil_____,2.0,30.39999962,0.494800001,0.108400002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,5916
5523,weald,__weald___,__wild____,0.0,25.10000038,0.0,0.032600001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,5917
5524,wealds,__wealds__,__wildz___,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5918
5525,weals,__weals___,__wilz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5919
5526,wealth,__wealth__,__wElT____,1079.0,55.79999924,0.737699986,37.0,823.0,0.0,2.0,5.0,7.0,9.0,19.0,19.0,27.0,31.0,48.0,52.0,66.0,79.0,823.0,4.3,5920
5527,wealths,__wealths_,__wElTs___,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5921
5528,wean,__wean____,__win_____,74.0,26.70000076,0.295399994,0.047200002000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8,5922
5529,weaned,__weaned__,__wind____,25.0,38.90000153,0.7218000290000001,0.774299979,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.193220934316819,5923
5530,weans,__weans___,__winz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,5924
5531,wear,__wear____,__wEr_____,910.0,59.20000076,0.930299997,82.0,1511.0,81.0,106.0,108.0,111.0,97.0,85.0,84.0,80.0,78.0,75.0,73.0,62.0,30.0,1511.0,3.3,5925
5532,wears,__wears___,__wErz____,305.0,50.70000076,0.9135000109999999,11.0,215.0,18.0,15.0,14.0,12.0,14.0,12.0,12.0,10.0,11.0,7.0,7.0,6.0,3.0,215.0,4.193220934316819,5926
5533,weave,__weave___,__wiv_____,41.0,49.90000153,0.858500004,9.0,189.0,5.0,10.0,10.0,10.0,7.0,7.0,6.0,7.0,7.0,8.0,9.0,10.0,2.0,189.0,5.1,5927
5534,weaves,__weaves__,__wivz____,19.0,38.40000153,0.476799995,0.6887999770000001,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.193220934316819,5928
5535,web,__we_b____,__wEb_____,217.0,50.40000153,0.706900001,10.0,245.0,35.0,18.0,11.0,11.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,4.0,245.0,6.0,5929
