,word,ort,pho,wf,adjusted_wf
4691,smells,_sme_lls__,_smElz__,27.27,27.27
4692,smile,_smi_le___,_smAl___,58.0,58.0
4693,smiled,_smi_led__,_smAld__,4.92,4.92
4694,smiles,_smi_les__,_smAlz__,6.2,6.2
4695,smirk,_smi_rk___,_sm^rk__,0.8,0.8
4696,smirks,_smi_rks__,_sm^rks_,0.06,0.06
4697,smite,_smi_te___,_smAt___,0.57,0.57
4698,smites,_smi_tes__,_smAts__,0.02,0.02
4699,smith,_smi_th___,_smIT___,36.39,36.39
4700,smiths,_smi_ths__,_smITs__,0.53,0.53
4701,smock,_smo_ck___,_smak___,0.49,0.49
4702,smocks,_smo_cks__,_smaks__,0.1,0.1
4703,smog,_smo_g____,_smag___,1.08,1.08
4704,smogs,_smo_gs___,_smagz__,0.0,0.0
4705,smoke,_smo_ke___,_smok___,65.43,65.43
4706,smokes,_smo_kes__,_smoks__,5.14,5.14
4707,smooch,_smooch___,_smuC___,0.47,0.47
4708,smooth,_smooth___,_smuD___,18.27,18.27
4709,smote,_smo_te___,_smot___,0.25,0.25
4710,smudge,_smu_dge__,_sm^J___,1.0,1.0
4711,smudged,_smu_dged_,_sm^Jd__,0.47,0.47
4712,smug,_smu_g____,_sm^g___,2.39,2.39
4713,smut,_smu_t____,_sm^t___,1.37,1.37
4714,snack,_sna_ck___,_sn@k___,9.14,9.14
4715,snacks,_sna_cks__,_sn@ks__,3.39,3.39
4716,snag,_sna_g____,_sn@g___,1.9,1.9
4717,snagged,_sna_gged_,_sn@gd__,1.1,1.1
4718,snags,_sna_gs___,_sn@gz__,0.24,0.24
4719,snail,_snail____,_snel___,1.76,1.76
4720,snails,_snails___,_snelz__,2.22,2.22
4721,snake,_sna_ke___,_snek___,22.35,22.35
4722,snakes,_sna_kes__,_sneks__,10.16,10.16
4723,snap,_sna_p____,_sn@p___,17.39,17.39
4724,snapped,_sna_pped_,_sn@pt__,4.92,4.92
4725,snaps,_sna_ps___,_sn@ps__,2.82,2.82
4726,snare,_sna_re___,_snEr___,0.76,0.76
4727,snares,_sna_res__,_snErz__,0.18,0.18
4728,snarl,_sna_rl___,_snarl__,0.53,0.53
4729,snarled,_sna_rled_,_snarld_,0.12,0.12
4730,snarls,_sna_rls__,_snarlz_,0.33,0.33
4731,snatch,_sna_tch__,_sn@tC__,3.9,3.9
4732,snatched,_sna_tched,_sn@tCt_,3.0,3.0
4733,sneak,_sneak____,_snik___,16.88,16.88
4734,sneaked,_sneaked__,_snikt__,1.53,1.53
4735,sneaks,_sneaks___,_sniks__,1.29,1.29
4736,sneer,_sneer____,_snir___,0.75,0.75
4737,sneered,_sneered__,_snird__,0.22,0.22
4738,sneers,_sneers___,_snirz__,0.06,0.06
4739,sneeze,_sneeze___,_sniz___,2.94,2.94
4740,sneezed,_sneezed__,_snizd__,1.25,1.25
4741,snick,_sni_ck___,_snIk___,0.02,0.02
4742,sniff,_sni_ff___,_snIf___,3.55,3.55
4743,sniffed,_sni_ffed_,_snIft__,0.75,0.75
4744,sniffs,_sni_ffs__,_snIfs__,1.24,1.24
4745,snip,_sni_p____,_snIp___,2.12,2.12
4746,snipe,_sni_pe___,_snAp___,0.35,0.35
4747,snips,_sni_ps___,_snIps__,0.12,0.12
4748,snob,_sno_b____,_snab___,2.18,2.18
4749,snobs,_sno_bs___,_snabz__,0.51,0.51
4750,snog,_sno_g____,_snag___,0.12,0.12
4751,snood,_snood____,_snud___,0.06,0.06
4752,snook,_snook____,_snuk___,0.12,0.12
4753,snoop,_snoop____,_snup___,2.49,2.49
4754,snooped,_snooped__,_snupt__,0.14,0.14
4755,snoops,_snoops___,_snups__,0.41,0.41
4756,snoot,_snoot____,_snut___,0.2,0.2
4757,snoots,_snoots___,_snuts__,0.06,0.06
4758,snooze,_snooze___,_snuz___,0.9,0.9
4759,snore,_sno_re___,_snor___,1.61,1.61
4760,snort,_sno_rt___,_snort__,1.16,1.16
4761,snot,_sno_t____,_snat___,2.12,2.12
4762,snout,_snout____,_snWt___,0.84,0.84
4763,snouts,_snouts___,_snWts__,0.12,0.12
4764,snow,_snow_____,_sno____,31.35,31.35
4765,snows,_snows____,_snoz___,1.27,1.27
4766,snub,_snu_b____,_sn^b___,0.39,0.39
4767,snubbed,_snu_bbed_,_sn^bd__,0.33,0.33
4768,snubs,_snu_bs___,_sn^bz__,0.04,0.04
4769,snuff,_snu_ff___,_sn^f___,2.0,2.0
4770,snuffed,_snu_ffed_,_sn^ft__,0.51,0.51
4771,snuffs,_snu_ffs__,_sn^fs__,0.1,0.1
4772,snug,_snu_g____,_sn^g___,1.43,1.43
4773,so,__so______,__so____,4244.16,4244.16
4774,soak,__soak____,__sok___,3.45,3.45
4775,soaked,__soaked__,__sokt__,3.12,3.12
4776,soaks,__soaks___,__soks__,0.2,0.2
4777,soap,__soap____,__sop___,15.2,15.2
4778,soaps,__soaps___,__sops__,1.02,1.02
4779,soar,__soar____,__sor___,1.53,1.53
4780,soared,__soared__,__sard__,0.45,0.45
4781,soars,__soars___,__sorz__,0.45,0.45
4782,sob,__so_b____,__sab___,1.51,1.51
4783,sobs,__so_bs___,__sabz__,2.59,2.59
4784,sock,__so_ck___,__sak___,8.98,8.98
4785,socks,__so_cks__,__saks__,18.27,18.27
4786,sod,__so_d____,__sad___,1.84,1.84
4787,sods,__so_ds___,__sadz__,0.14,0.14
4788,soft,__so_ft___,__saft__,32.02,32.02
4789,soil,__soil____,__sOl___,7.78,7.78
4790,soils,__soils___,__sOlz__,0.16,0.16
4791,sold,__so_ld___,__sold__,52.06,52.06
4792,sole,__so_le___,__sol___,5.25,5.25
4793,solve,__so_lve__,__salv__,19.49,19.49
4794,some,__so_me___,__s^m___,1727.24,1727.24
4795,son,__so_n____,__s^n___,410.76,410.76
4796,song,__so_ng___,__sang__,93.69,93.69
4797,songs,__so_ngs__,__sangz_,22.2,22.2
4798,sons,__so_ns___,__s^nz__,18.06,18.06
4799,soon,__soon____,__sun___,257.65,257.65
4800,soot,__soot____,__sUt___,1.08,1.08
4801,sooth,__sooth___,__suT___,0.0,0.0
4802,soothe,__soothe__,__suD___,1.29,1.29
4803,soothed,__soothed_,__suDd__,0.1,0.1
4804,soothes,__soothes_,__suDz__,0.49,0.49
4805,sooths,__sooths__,__suTs__,0.0,0.0
4806,soots,__soots___,__sUts__,0.0,0.0
4807,sop,__so_p____,__sap___,0.27,0.27
4808,sops,__so_ps___,__saps__,0.02,0.02
4809,sore,__so_re___,__sor___,15.0,15.0
4810,sort,__so_rt___,__sort__,148.71,148.71
4811,sorts,__so_rts__,__sorts_,9.57,9.57
4812,sot,__so_t____,__sat___,0.25,0.25
4813,sots,__so_ts___,__sats__,0.16,0.16
4814,sought,__sought__,__sat___,4.71,4.71
4815,soul,__soul____,__sol___,76.96,76.96
4816,souls,__souls___,__solz__,14.78,14.78
4817,sound,__sound___,__sWnd__,143.39,143.39
4818,sounds,__sounds__,__sWndz_,156.27,156.27
4819,soup,__soup____,__sup___,25.2,25.2
4820,soups,__soups___,__sups__,0.0,0.0
4821,sour,__sour____,__sWr___,5.82,5.82
4822,source,__source__,__sors__,28.18,28.18
4823,soured,__soured__,__sWrd__,0.22,0.22
4824,sours,__sours___,__sWrz__,0.16,0.16
4825,souse,__souse___,__sWs___,0.31,0.31
4826,south,__south___,__sWT___,64.47,64.47
4827,sow,__sow_____,__so____,1.92,1.92
4828,soy,__soy_____,__sO____,2.31,2.31
4829,soys,__soys____,__sOz___,0.0,0.0
4830,spa,_spa______,_spa____,4.69,4.69
4831,space,_spa_ce___,_spes___,66.06,66.06
4832,spade,_spa_de___,_sped___,2.31,2.31
4833,spades,_spa_des__,_spedz__,2.61,2.61
4834,spam,_spa_m____,_sp@m___,1.16,1.16
4835,span,_spa_n____,_sp@n___,1.98,1.98
4836,spank,_spa_nk___,_sp@nk__,3.39,3.39
4837,spans,_spa_ns___,_sp@nz__,0.37,0.37
4838,spar,_spa_r____,_spar___,0.71,0.71
4839,spare,_spa_re___,_spEr___,30.84,30.84
4840,spared,_spa_red__,_spErd__,3.31,3.31
4841,spares,_spa_res__,_spErz__,0.41,0.41
4842,spark,_spa_rk___,_spark__,6.27,6.27
4843,sparks,_spa_rks__,_sparks_,5.02,5.02
4844,sparse,_spa_rse__,_spars__,0.22,0.22
4845,spas,_spa_s____,_spaz___,0.2,0.2
4846,spat,_spa_t____,_sp@t___,1.55,1.55
4847,spate,_spa_te___,_spet___,0.2,0.2
4848,spates,_spa_tes__,_spets__,0.0,0.0
4849,spawn,_spawn____,_span___,1.82,1.82
4850,spay,_spay_____,_spe____,0.12,0.12
4851,speak,_speak____,_spik___,187.18,187.18
4852,speaks,_speaks___,_spiks__,20.94,20.94
4853,spear,_spear____,_spir___,4.55,4.55
4854,spears,_spears___,_spirz__,2.49,2.49
4855,speck,_spe_ck___,_spEk___,1.86,1.86
4856,specks,_spe_cks__,_spEks__,0.27,0.27
4857,speech,_speech___,_spiC___,38.04,38.04
4858,speed,_speed____,_spid___,41.25,41.25
4859,speeds,_speeds___,_spidz__,1.47,1.47
4860,spell,_spe_ll___,_spEl___,36.65,36.65
4861,spells,_spe_lls__,_spElz__,5.78,5.78
4862,spend,_spe_nd___,_spEnd__,93.27,93.27
4863,spends,_spe_nds__,_spEndz_,5.84,5.84
4864,spent,_spe_nt___,_spEnt__,70.08,70.08
4865,sperm,_spe_rm___,_sp^rm__,6.24,6.24
4866,spew,_spew_____,_spY____,0.47,0.47
4867,spewed,_spewed___,_spYd___,0.22,0.22
4868,spews,_spews____,_spYz___,0.04,0.04
4869,sphere,sphe_re___,_sfir___,2.47,2.47
4870,spheres,sphe_res__,_sfirz__,0.45,0.45
4871,sphinx,sphi_nx___,_sfinks_,1.02,1.02
4872,spice,_spi_ce___,_spAs___,5.29,5.29
4873,spies,_spies____,_spAz___,4.57,4.57
4874,spike,_spi_ke___,_spAk___,12.25,12.25
4875,spikes,_spi_kes__,_spAks__,1.41,1.41
4876,spill,_spi_ll___,_spIl___,8.47,8.47
4877,spilled,_spi_lled_,_spIld__,6.35,6.35
4878,spills,_spi_lls__,_spIlz__,0.8,0.8
4879,spin,_spi_n____,_spIn___,14.63,14.63
4880,spine,_spi_ne___,_spAn___,5.75,5.75
4881,spines,_spi_nes__,_spAnz__,0.31,0.31
4882,spins,_spi_ns___,_spInz__,1.92,1.92
4883,spire,_spi_re___,_spAr___,0.1,0.1
4884,spires,_spi_res__,_spArz__,0.41,0.41
4885,spit,_spi_t____,_spIt___,19.35,19.35
4886,spite,_spi_te___,_spAt___,7.61,7.61
4887,spites,_spi_tes__,_spAts__,0.0,0.0
4888,spits,_spi_ts___,_spIts__,1.2,1.2
4889,splash,spla_sh___,spl@S___,4.22,4.22
4890,splashed,spla_shed_,spl@St__,0.63,0.63
4891,splay,splay_____,sple____,0.08,0.08
4892,spleen,spleen____,splin___,2.57,2.57
4893,spleens,spleens___,splinz__,0.04,0.04
4894,splice,spli_ce___,splAs___,0.39,0.39
4895,split,spli_t____,splIt___,38.31,38.31
4896,splodge,splo_dge__,splaJ___,0.0,0.0
4897,splotch,splo_tch__,splatC__,0.08,0.08
4898,splotched,splo_tched,splatCt_,0.02,0.02
4899,splurge,splu_rge__,spl^rJ__,0.37,0.37
4900,spoil,_spoil____,_spOl___,11.63,11.63
4901,spoiled,_spoiled__,_spOld__,8.47,8.47
4902,spoils,_spoils___,_spOlz__,2.06,2.06
4903,spoke,_spo_ke___,_spok___,38.63,38.63
4904,sponge,_spo_nge__,_sp^nJ__,6.71,6.71
4905,spoof,_spoof____,_spuf___,0.24,0.24
4906,spoofs,_spoofs___,_spufs__,0.0,0.0
4907,spook,_spook____,_spuk___,2.75,2.75
4908,spooks,_spooks___,_spuks__,1.35,1.35
4909,spool,_spool____,_spul___,0.51,0.51
4910,spools,_spools___,_spulz__,0.16,0.16
4911,spoon,_spoon____,_spun___,7.61,7.61
4912,spoons,_spoons___,_spunz__,2.0,2.0
4913,spoor,_spoor____,_spor___,0.16,0.16
4914,spore,_spo_re___,_spor___,0.14,0.14
4915,spores,_spo_res__,_sporz__,0.45,0.45
4916,sport,_spo_rt___,_sport__,19.9,19.9
4917,sports,_spo_rts__,_sports_,27.59,27.59
4918,spot,_spo_t____,_spat___,61.57,61.57
4919,spots,_spo_ts___,_spats__,10.33,10.33
4920,spouse,_spouse___,_spWs___,1.9,1.9
4921,spout,_spout____,_spWt___,1.02,1.02
4922,spouts,_spouts___,_spWts__,0.06,0.06
4923,sprain,sprain____,spren___,0.84,0.84
4924,sprained,sprained__,sprend__,1.57,1.57
4925,sprains,sprains___,sprenz__,0.16,0.16
4926,sprat,spra_t____,spr@t___,0.24,0.24
4927,sprawl,sprawl____,spral___,0.14,0.14
4928,sprawled,sprawled__,sprald__,0.24,0.24
4929,sprawls,sprawls___,spralz__,0.02,0.02
4930,spray,spray_____,spre____,9.65,9.65
4931,sprays,sprays____,sprez___,0.39,0.39
4932,spread,spread____,sprEd___,31.29,31.29
4933,spree,spree_____,spri____,2.14,2.14
4934,sprees,sprees____,spriz___,0.12,0.12
4935,sprig,spri_g____,sprIg___,0.24,0.24
4936,sprigs,spri_gs___,sprIgz__,0.06,0.06
4937,spring,spri_ng___,sprIng__,31.31,31.31
4938,springs,spri_ngs__,sprIngz_,7.25,7.25
4939,sprint,spri_nt___,sprInt__,0.71,0.71
4940,sprit,spri_t____,sprIt___,0.02,0.02
4941,sprite,spri_te___,sprAt___,0.65,0.65
4942,sprites,spri_tes__,sprAts__,0.06,0.06
4943,sprout,sprout____,sprWt___,0.9,0.9
4944,spruce,spru_ce___,sprus___,1.1,1.1
4945,spud,_spu_d____,_sp^d___,0.92,0.92
4946,spume,_spu_me___,_spYm___,0.0,0.0
4947,spun,_spu_n____,_sp^n___,1.69,1.69
4948,spunk,_spu_nk___,_sp^nk__,1.33,1.33
4949,spur,_spu_r____,_sp^r___,1.43,1.43
4950,spurn,_spu_rn___,_sp^rn__,0.22,0.22
4951,spurned,_spu_rned_,_sp^rnd_,0.22,0.22
4952,spurns,_spu_rns__,_sp^rnz_,0.04,0.04
4953,spurs,_spu_rs___,_sp^rz__,1.82,1.82
4954,spurt,_spu_rt___,_sp^rt__,0.37,0.37
4955,spurts,_spu_rts__,_sp^rts_,0.16,0.16
4956,spy,_spy______,_spA____,20.06,20.06
4957,squab,squa_b____,skw@b___,0.37,0.37
4958,squad,squa_d____,skwad___,21.49,21.49
4959,squads,squa_ds___,skwadz__,2.04,2.04
4960,squall,squa_ll___,skwal___,0.39,0.39
4961,squalls,squa_lls__,skwalz__,0.06,0.06
4962,square,squa_re___,skwer___,31.76,31.76
4963,squares,squa_res__,skwerz__,2.71,2.71
4964,squash,squa_sh___,skwaS___,4.37,2.185
4965,squash,squa_sh___,skwaS___,4.37,2.185
4966,squat,squa_t____,skwat___,3.14,3.14
4967,squaw,squaw_____,skwa____,1.31,1.31
4968,squawk,squawk____,skwak___,1.71,1.71
4969,squaws,squaws____,skwaz___,0.39,0.39
4970,squeak,squeak____,skwik___,2.37,2.37
4971,squeal,squeal____,skwil___,2.67,2.67
4972,squeeze,squeeze___,skwiz___,15.08,15.08
4973,squelch,sque_lch__,skwElC__,0.24,0.24
4974,squib,squi_b____,skwIb___,0.16,0.16
4975,squid,squi_d____,skwId___,2.76,2.76
4976,squint,squi_nt___,skwInt__,1.0,1.0
4977,squire,squi_re___,skwAr___,3.08,3.08
4978,squires,squi_res__,skwArz__,0.16,0.16
4979,squirm,squi_rm___,skw^rm__,0.82,0.82
4980,squirt,squi_rt___,skw^rt__,2.75,2.75
4981,stab,_sta_b____,_st@b___,8.76,8.76
4982,stabs,_sta_bs___,_st@bz__,0.45,0.45
4983,stack,_sta_ck___,_st@k___,6.1,6.1
4984,stacked,_sta_cked_,_st@kt__,2.02,2.02
4985,stacks,_sta_cks__,_st@ks__,1.94,1.94
4986,staff,_sta_ff___,_st@f___,32.0,32.0
4987,staffs,_sta_ffs__,_st@fs__,0.12,0.12
4988,stag,_sta_g____,_st@g___,1.59,1.59
4989,stage,_sta_ge___,_steJ___,45.57,45.57
4990,stags,_sta_gs___,_st@gz__,0.1,0.1
4991,stain,_stain____,_sten___,6.2,6.2
4992,stained,_stained__,_stend__,1.41,1.41
4993,stains,_stains___,_stenz__,3.88,3.88
4994,stair,_stair____,_stEr___,1.35,1.35
4995,stairs,_stairs___,_stErz__,23.76,23.76
4996,stake,_sta_ke___,_stek___,16.61,16.61
4997,stakes,_sta_kes__,_steks__,4.88,4.88
4998,stale,_sta_le___,_stel___,2.92,2.92
4999,stalk,_sta_lk___,_stalk__,1.69,1.69
5000,stalked,_sta_lked_,_stalkt_,1.55,1.55
5001,stalks,_sta_lks__,_stalks_,1.08,1.08
5002,stall,_sta_ll___,_stal___,8.96,8.96
5003,stalls,_sta_lls__,_stalz__,0.96,0.96
5004,stamp,_sta_mp___,_st@mp__,5.92,5.92
5005,stamped,_sta_mped_,_st@mpt_,1.49,1.49
5006,stamps,_sta_mps__,_st@mps_,5.24,5.24
5007,stance,_sta_nce__,_st@ns__,1.88,1.88
5008,stand,_sta_nd___,_st@nd__,226.2,226.2
5009,stands,_sta_nds__,_st@ndz_,21.43,21.43
5010,staph,_sta_ph___,_st@f___,0.0,0.0
5011,staphs,_sta_phs__,_st@fs__,0.0,0.0
5012,star,_sta_r____,_star___,81.35,81.35
5013,starch,_sta_rch__,_starC__,1.35,1.35
5014,stare,_sta_re___,_stEr___,9.96,9.96
5015,stared,_sta_red__,_stErd__,2.41,2.41
5016,stares,_sta_res__,_stErz__,1.31,1.31
5017,stark,_sta_rk___,_stark__,6.49,6.49
5018,stars,_sta_rs___,_starz__,46.14,46.14
5019,start,_sta_rt___,_start__,340.1,340.1
5020,starts,_sta_rts__,_starts_,45.78,45.78
5021,starve,_sta_rve__,_starv__,6.16,6.16
5022,starved,_sta_rved_,_starvd_,4.63,4.63
5023,starves,_sta_rves_,_starvz_,0.12,0.12
5024,stash,_sta_sh___,_st@S___,5.04,5.04
5025,stashed,_sta_shed_,_staSt__,2.76,2.76
5026,state,_sta_te___,_stet___,107.84,107.84
5027,states,_sta_tes__,_stets__,54.1,54.1
5028,staunch,_staunch__,_stanC__,0.35,0.35
5029,stave,_sta_ve___,_stev___,0.33,0.33
5030,staved,_sta_ved__,_stevd__,0.0,0.0
5031,staves,_sta_ves__,_stevz__,0.14,0.14
5032,stay,_stay_____,_ste____,515.65,515.65
5033,stayed,_stayed___,_sted___,32.71,32.71
5034,stays,_stays____,_stez___,19.16,19.16
5035,stead,_stead____,_stEd___,1.06,1.06
5036,steads,_steads___,_stEdz__,0.0,0.0
5037,steak,_steak____,_stek___,16.24,16.24
5038,steaks,_steaks___,_steks__,4.0,4.0
5039,steal,_steal____,_stil___,53.33,53.33
5040,steals,_steals___,_stilz__,4.37,4.37
5041,stealth,_stealth__,_stElT__,2.78,2.78
5042,stealths,_stealths_,_stElTs_,0.0,0.0
5043,steam,_steam____,_stim___,13.45,13.45
5044,steams,_steams___,_stimz__,0.14,0.14
5045,steed,_steed____,_stid___,2.55,2.55
5046,steeds,_steeds___,_stidz__,0.16,0.16
5047,steel,_steel____,_stil___,18.45,18.45
5048,steels,_steels___,_stilz__,0.1,0.1
5049,steep,_steep____,_stip___,2.45,2.45
5050,steer,_steer____,_stir___,5.98,5.98
5051,steered,_steered__,_stird__,0.71,0.71
5052,steers,_steers___,_stirz__,0.9,0.9
5053,stein,_stein____,_stAn___,3.04,3.04
5054,steins,_steins___,_stAnz__,0.14,0.14
5055,stem,_ste_m____,_stEm___,2.24,2.24
5056,stems,_ste_ms___,_stEmz__,1.0,1.0
5057,stench,_ste_nch__,_stEnC__,2.22,2.22
5058,step,_ste_p____,_stEp___,118.67,118.67
5059,steps,_ste_ps___,_stEps__,24.69,24.69
5060,stern,_ste_rn___,_st^rn__,6.41,6.41
5061,stew,_stew_____,_stu____,6.43,6.43
5062,stews,_stews____,_stuz___,0.14,0.14
5063,stick,_sti_ck___,_stIk___,97.12,97.12
5064,sticks,_sti_cks__,_stIks__,13.61,13.61
5065,stiff,_sti_ff___,_stIf___,10.25,10.25
5066,stile,_sti_le___,_stAl___,0.0,0.0
5067,still,_sti_ll___,_stIl___,788.73,788.73
5068,stilt,_sti_lt___,_stIlt__,0.04,0.04
5069,stilts,_sti_lts__,_stIlts_,0.39,0.39
5070,sting,_sti_ng___,_stIng__,7.02,7.02
5071,stings,_sti_ngs__,_stIngz_,1.73,1.73
5072,stink,_sti_nk___,_stInk__,13.2,13.2
5073,stinks,_sti_nks__,_stInks_,12.29,12.29
5074,stint,_sti_nt___,_stInt__,0.75,0.75
5075,stints,_sti_nts__,_stInts_,0.04,0.04
5076,stir,_sti_r____,_st^r___,5.9,5.9
5077,stirred,_sti_rred_,_st^rd__,2.41,2.41
5078,stirs,_sti_rs___,_st^rz__,0.69,0.69
5079,stitch,_sti_tch__,_stItC__,7.47,7.47
5080,stoat,_stoat____,_stot___,0.02,0.02
5081,stock,_sto_ck___,_stak___,25.49,25.49
5082,stocks,_sto_cks__,_staks__,4.08,4.08
5083,stodge,_sto_dge__,_staJ___,0.0,0.0
5084,stoke,_sto_ke___,_stok___,1.18,1.18
5085,stoked,_sto_ked__,_stokt__,0.73,0.73
5086,stokes,_sto_kes__,_stoks__,2.86,2.86
5087,stole,_sto_le___,_stol___,53.16,53.16
5088,stomp,_sto_mp___,_stamp__,2.67,2.67
5089,stone,_sto_ne___,_ston___,40.63,40.63
5090,stones,_sto_nes__,_stonz__,11.39,11.39
5091,stood,_stood____,_stUd___,25.78,25.78
5092,stool,_stool____,_stul___,3.51,3.51
5093,stools,_stools___,_stulz__,0.67,0.67
5094,stoop,_stoop____,_stup___,2.45,2.45
5095,stooped,_stooped__,_stupt__,0.22,0.22
5096,stoops,_stoops___,_stups__,0.57,0.57
5097,stop,_sto_p____,_stap___,707.27,707.27
5098,stopped,_sto_pped_,_stapt__,75.37,75.37
5099,stops,_sto_ps___,_staps__,21.8,21.8
5100,store,_sto_re___,_stor___,81.92,81.92
5101,stores,_sto_res__,_storz__,9.51,9.51
5102,stork,_sto_rk___,_stork__,1.63,1.63
5103,storks,_sto_rks__,_storks_,0.12,0.12
5104,storm,_sto_rm___,_storm__,30.86,30.86
5105,storms,_sto_rms__,_stormz_,2.16,2.16
5106,stoup,_stoup____,_stup___,0.02,0.02
5107,stout,_stout____,_stWt___,1.04,1.04
5108,stove,_sto_ve___,_stov___,7.59,7.59
5109,stoves,_sto_ves__,_stovz__,0.24,0.24
5110,stow,_stow_____,_sto____,1.25,1.25
5111,stowed,_stowed___,_stod___,0.67,0.67
5112,stows,_stows____,_stoz___,0.02,0.02
5113,straight,straight__,stret___,122.43,122.43
5114,strain,strain____,stren___,7.08,7.08
5115,strains,strains___,strenz__,1.14,1.14
5116,strait,strait____,stret___,0.18,0.18
5117,straits,straits___,strets__,1.04,1.04
5118,strand,stra_nd___,str@nd__,1.84,1.84
5119,strands,stra_nds__,str@ndz_,0.53,0.53
5120,strange,stra_nge__,strenJ__,86.43,86.43
5121,strap,stra_p____,str@p___,5.16,5.16
5122,strapped,stra_pped_,str@pt__,3.22,3.22
5123,straps,stra_ps___,str@ps__,1.31,1.31
5124,straw,straw_____,stra____,6.24,6.24
5125,straws,straws____,straz___,2.1,2.1
5126,stray,stray_____,stre____,5.33,5.33
5127,streak,streak____,strik___,5.78,5.78
5128,streaks,streaks___,striks__,0.94,0.94
5129,stream,stream____,strim___,8.04,8.04
5130,streams,streams___,strimz__,1.57,1.57
5131,street,street____,strit___,148.18,148.18
5132,streets,streets___,strits__,31.59,31.59
5133,strength,stre_ngth_,strEngT_,36.92,36.92
5134,strengths,stre_ngths,strEngTs,1.12,1.12
5135,stress,stre_ss___,strEs___,15.61,15.61
5136,stretch,stre_tch__,strEtC__,14.67,14.67
5137,stretched,stre_tched,strEtCt_,2.69,2.69
5138,strew,strew_____,stru____,0.04,0.04
5139,strict,stri_ct___,strIkt__,7.02,7.02
5140,stride,stri_de___,strAd___,2.1,2.1
5141,strides,stri_des__,strAdz__,0.76,0.76
5142,strife,stri_fe___,strAf___,1.67,1.67
5143,strifes,stri_fes__,strAfs__,0.0,0.0
5144,strike,stri_ke___,strAk___,45.57,45.57
5145,strikes,stri_kes__,strAks__,9.51,9.51
5146,string,stri_ng___,strIng__,12.67,12.67
5147,strings,stri_ngs__,strIngz_,8.2,8.2
5148,strip,stri_p____,strIp___,15.69,15.69
5149,stripe,stri_pe___,strAp___,1.45,1.45
5150,stripes,stri_pes__,strAps__,6.31,6.31
5151,strips,stri_ps___,strIps__,1.63,1.63
5152,strive,stri_ve___,strAv___,1.31,1.31
5153,strives,stri_ves__,strAvz__,0.2,0.2
5154,stroke,stro_ke___,strok___,13.08,13.08
5155,strokes,stro_kes__,stroks__,2.47,2.47
5156,stroll,stro_ll___,strol___,4.14,4.14
5157,strolled,stro_lled_,strold__,0.43,0.43
5158,strolls,stro_lls__,strolz__,0.33,0.33
5159,strong,stro_ng___,strang__,86.86,86.86
5160,strop,stro_p____,strap___,0.16,0.16
5161,stropped,stro_pped_,strapt__,0.0,0.0
5162,strops,stro_ps___,straps__,0.0,0.0
5163,strove,stro_ve___,strov___,0.14,0.14
5164,struck,stru_ck___,struk___,16.2,16.2
5165,strum,stru_m____,str^m___,0.24,0.24
5166,strut,stru_t____,strut___,1.57,1.57
5167,stub,_stu_b____,_st^b___,0.96,0.96
5168,stubbed,_stu_bbed_,_st^bd__,0.31,0.31
5169,stubs,_stu_bs___,_st^bz__,0.84,0.84
5170,stuck,_stu_ck___,_st^k___,66.65,66.65
5171,stud,_stu_d____,_st^d___,6.94,6.94
5172,studs,_stu_ds___,_st^dz__,0.98,0.98
5173,stuff,_stu_ff___,_st^f___,306.92,306.92
5174,stuffs,_stu_ffs__,_st^fs__,0.67,0.67
5175,stump,_stu_mp___,_st^mp__,2.45,2.45
5176,stumps,_stu_mps__,_st^mps_,0.55,0.55
5177,stun,_stu_n____,_st^n___,1.88,1.88
5178,stung,_stu_ng___,_st^ng__,1.53,1.53
5179,stunk,_stu_nk___,_st^nk__,0.9,0.9
5180,stunned,_stu_nned_,_st^nd__,3.71,3.71
5181,stuns,_stu_ns___,_st^nz__,0.14,0.14
5182,stunt,_stu_nt___,_st^nt__,9.2,9.2
5183,stunts,_stu_nts__,_st^nts_,1.92,1.92
5184,sty,_sty______,_stA____,0.37,0.37
5185,style,_sty_le___,_stAl___,30.08,30.08
5186,styles,_sty_les__,_stAlz__,2.67,2.67
5187,suave,_sua_ve___,_swav___,0.92,0.92
5188,sub,__su_b____,__s^b___,7.65,7.65
5189,subs,__su_bs___,__s^bz__,3.0,3.0
5190,such,__su_ch___,__s^C___,291.22,291.22
5191,suck,__su_ck___,__s^k___,34.88,34.88
5192,sucked,__su_cked_,__s^kt__,10.12,10.12
5193,sucks,__su_cks__,__s^ks__,24.47,24.47
5194,suds,__su_ds___,__s^dz__,0.47,0.47
5195,sue,__sue_____,__su____,29.37,29.37
5196,sued,__sued____,__sud___,4.86,4.86
5197,suede,_sue_de___,_swed___,1.8,1.8
5198,suedes,_sue_des__,_swedz__,0.0,0.0
5199,sues,__sues____,__suz___,0.63,0.63
5200,suit,__suit____,__sut___,68.61,68.61
5201,suite,_sui_te___,_swit___,16.65,16.65
5202,suites,_sui_tes__,_swits__,1.65,1.65
5203,suits,__suits___,__suts__,17.55,17.55
5204,sulk,__su_lk___,__s^lk__,0.75,0.75
5205,sulked,__su_lked_,__s^lkt_,0.02,0.02
5206,sulks,__su_lks__,__s^lks_,0.12,0.12
5207,sum,__su_m____,__s^m___,10.25,10.25
5208,sump,__su_mp___,__s^mp__,0.27,0.27
5209,sums,__su_ms___,__s^mz__,1.73,1.73
