,word,ort,pho,wf,cf,rcf,p
4154,ship,_shi_p____,__SIp_____,1753.0,1753.0,41.86884283091664,0.00039098983570693796
4155,ships,_shi_ps___,__SIps____,1402.0,1402.0,37.44329045369811,0.00034966206355261883
4156,shire,_shi_re___,__SAr_____,1.0,1.0,1.0,9.338443799030067e-06
4157,shires,_shi_res__,__SArz____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4158,shirk,_shi_rk___,__S^rk____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
4159,shirked,_shi_rked_,__S^rkt___,6.0,6.0,2.449489742783178,2.287442229928132e-05
4160,shirks,_shi_rks__,__S^rks___,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4161,shirt,_shi_rt___,__S^rt____,499.0,499.0,22.338307903688676,0.00020860503292402584
4162,shirts,_shi_rts__,__S^rts___,534.0,534.0,23.108440016582687,0.00021579686837811484
4163,shit,_shi_t____,__SIt_____,1.0,1.0,1.0,9.338443799030067e-06
4164,shits,_shi_ts___,__SIts____,0.0,0.0,0.0,0.0
4165,shoal,_shoal____,__Sol_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4166,shoals,_shoals___,__Solz____,20.0,20.0,4.47213595499958,4.176279027738523e-05
4167,shock,_sho_ck___,__Sak_____,853.0,853.0,29.206163733020468,0.0002727401186060818
4168,shocks,_sho_cks__,__Saks____,170.0,170.0,13.038404810405298,0.00012175841055097315
4169,shoe,_shoe_____,__Su______,901.0,901.0,30.01666203960727,0.0002803089114913517
4170,shoes,_shoes____,__Suz_____,833.0,833.0,28.861739379323623,0.00026952373113606654
4171,shone,_sho_ne___,__Son_____,28.0,28.0,5.291502622129181,4.941439984917359e-05
4172,shoo,_shoo_____,__Su______,27.0,27.0,5.196152422706632,4.852397737063981e-05
4173,shook,_shook____,__SUk_____,209.0,209.0,14.45683229480096,0.00013500431589700163
4174,shoot,_shoot____,__Sut_____,458.0,458.0,21.400934559032695,0.0001998514246262471
4175,shoots,_shoots___,__Suts____,84.0,84.0,9.16515138991168,8.558825116429252e-05
4176,shop,_sho_p____,__Sap_____,1754.0,1754.0,41.88078318274385,0.00039110134001141695
4177,shops,_sho_ps___,__Saps____,818.0,818.0,28.600699292150182,0.00026708602295270347
4178,shore,_sho_re___,__Sor_____,633.0,633.0,25.15949125081825,0.00023495049505795488
4179,shores,_sho_res__,__Sorz____,141.0,141.0,11.874342087037917,0.00011088787623026097
4180,short,_sho_rt___,__Sort____,14601.0,10000.0,100.0,0.0009338443799030066
4181,shot,_sho_t____,__Sat_____,2208.0,2208.0,46.98936049788292,0.00043880750216184313
4182,should,_should___,__SUd_____,23045.0,10000.0,100.0,0.0009338443799030066
4183,shout,_shout____,__SWt_____,112.0,112.0,10.583005244258363,9.882879969834718e-05
4184,shouts,_shouts___,__SWts____,126.0,126.0,11.224972160321824,0.00010482377166484247
4185,shove,_sho_ve___,__S^v_____,60.0,60.0,7.745966692414834,7.233527462627474e-05
4186,shoved,_sho_ved__,__S^vd____,48.0,48.0,6.928203230275509,6.46986364941864e-05
4187,shoves,_sho_ves__,__S^vz____,9.0,9.0,3.0,2.80153313970902e-05
4188,show,_show_____,__So______,11479.0,10000.0,100.0,0.0009338443799030066
4189,showed,_showed___,__Sod_____,4605.0,4605.0,67.86015030929418,0.0006337081998570765
4190,shows,_shows____,__Soz_____,5448.0,5448.0,73.81056834898374,0.000689275844301452
4191,shred,shre_d____,_SrEd_____,67.0,67.0,8.18535277187245,7.643845683536584e-05
4192,shreds,shre_ds___,_SrEdz____,17.0,17.0,4.123105625617661,3.850339016229523e-05
4193,shrew,shrew_____,_Sru______,6.0,6.0,2.449489742783178,2.287442229928132e-05
4194,shrewd,shrewd____,_Srud_____,185.0,185.0,13.601470508735444,0.00012701656792999083
4195,shriek,shriek____,_Srik_____,21.0,21.0,4.58257569495584,4.279412558214626e-05
4196,shrieked,shrieked__,_Srikt____,6.0,6.0,2.449489742783178,2.287442229928132e-05
4197,shrieks,shrieks___,_Sriks____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
4198,shrift,shri_ft___,_SrIft____,59.0,59.0,7.681145747868608,7.172994787862976e-05
4199,shrike,shri_ke___,_SrAk_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4200,shrill,shri_ll___,_SrIl_____,42.0,42.0,6.48074069840786,6.052003278816867e-05
4201,shrimp,shri_mp___,_SrImp____,80.0,80.0,8.94427190999916,8.352558055477046e-05
4202,shrimp,shri_mp___,_SrImp____,80.0,80.0,8.94427190999916,8.352558055477046e-05
4203,shrine,shri_ne___,_SrAn_____,65.0,65.0,8.06225774829855,7.528894087578069e-05
4204,shrines,shri_nes__,_SrAnz____,25.0,25.0,5.0,4.669221899515033e-05
4205,shrink,shri_nk___,_SrInk____,713.0,713.0,26.70205984563738,0.0002493556851868221
4206,shrinks,shri_nks__,_SrInks___,96.0,96.0,9.797958971132712,9.149768919712528e-05
4207,shrive,shri_ve___,_SrAv_____,0.0,0.0,0.0,0.0
4208,shroud,shroud____,_SrWd_____,24.0,24.0,4.898979485566356,4.574884459856264e-05
4209,shrub,shru_b____,_Sr^b_____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
4210,shrubs,shru_bs___,_Sr^bz____,29.0,29.0,5.385164807134504,5.028905889994015e-05
4211,shrug,shru_g____,_Sr^g_____,114.0,114.0,10.677078252031311,9.970729519444057e-05
4212,shrugged,shru_gged_,_Sr^gd____,175.0,175.0,13.228756555322953,0.00012353599962293396
4213,shrugs,shru_gs___,_Sr^gz____,104.0,104.0,10.198039027185569,9.523381431568769e-05
4214,shrunk,shru_nk___,_Sr^nk____,298.0,298.0,17.26267650163207,0.00016120653433132802
4215,shuck,_shu_ck___,__S^k_____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
4216,shun,_shu_n____,__S^n_____,164.0,164.0,12.806248474865697,0.00011959043165894782
4217,shunned,_shu_nned_,__S^nd____,218.0,218.0,14.7648230602334,0.00013788047035061273
4218,shuns,_shu_ns___,__S^nz____,60.0,60.0,7.745966692414834,7.233527462627474e-05
4219,shunt,_shu_nt___,__S^nt____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4220,shunts,_shu_nts__,__S^nts___,0.0,0.0,0.0,0.0
4221,shush,_shu_sh___,__S^S_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4222,shut,_shu_t____,__S^t_____,1316.0,1316.0,36.27671429443411,0.00033876805765204355
4223,shut,_shu_t____,__S^t_____,1316.0,1316.0,36.27671429443411,0.00033876805765204355
4224,shuts,_shu_ts___,__S^ts____,39.0,39.0,6.244997998398398,5.8318562833098697e-05
4225,shy,_shy______,__SA______,456.0,456.0,21.354156504062622,0.00019941459038888115
4226,sick,__si_ck___,__sIk_____,870.0,870.0,29.49576240750525,0.00027544451955203157
4227,side,__si_de___,__sAd_____,5678.0,5678.0,75.35250493513803,0.0007036751324529222
4228,sides,__si_des__,__sAdz____,2521.0,2521.0,50.20956084253277,0.00046887916210197297
4229,siege,__siege___,__siJ_____,163.0,163.0,12.767145334803704,0.00011922526918311328
4230,sieve,__sieve___,__sIv_____,24.0,24.0,4.898979485566356,4.574884459856264e-05
4231,sieves,__sieves__,__sIvz____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
4232,sift,__si_ft___,__sIft____,42.0,42.0,6.48074069840786,6.052003278816867e-05
4233,sifts,__si_fts__,__sIfts___,8.0,8.0,2.8284271247461903,2.64131077440945e-05
4234,sigh,__si_gh___,__sA______,121.0,121.0,11.0,0.00010272288178933073
4235,sighed,__si_ghed_,__sAd_____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
4236,sighs,__si_ghs__,__sAz_____,104.0,104.0,10.198039027185569,9.523381431568769e-05
4237,sight,__si_ght__,__sAt_____,644.0,644.0,25.37715508089904,0.000236983136502246
4238,sights,__si_ghts_,__sAts____,180.0,180.0,13.416407864998739,0.00012528837083215568
4239,sign,__si_gn___,__sAn_____,4058.0,4058.0,63.702433234531945,0.0005948815926221417
4240,signs,__si_gns__,__sAnz____,3060.0,3060.0,55.31726674375732,0.0005165771866025326
4241,silk,__si_lk___,__sIlk____,178.0,178.0,13.341664064126334,0.00012459038004838284
4242,silks,__si_lks__,__sIlks___,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
4243,sill,__si_ll___,__sIl_____,8.0,8.0,2.8284271247461903,2.64131077440945e-05
4244,sills,__si_lls__,__sIlz____,28.0,28.0,5.291502622129181,4.941439984917359e-05
4245,silt,__si_lt___,__sIlt____,15.0,15.0,3.872983346207417,3.616763731313737e-05
4246,sin,__si_n____,__sIn_____,196.0,196.0,14.0,0.00013073821318642092
4247,since,__si_nce__,__sIns____,32522.0,10000.0,100.0,0.0009338443799030066
4248,sing,__si_ng___,__sIng____,280.0,280.0,16.73320053068151,0.00015626205273366938
4249,singe,__si_nge__,__sInJ____,0.0,0.0,0.0,0.0
4250,sings,__si_ngs__,__sIngz___,156.0,156.0,12.489995996796797,0.00011663712566619739
4251,sink,__si_nk___,__sInk____,286.0,286.0,16.911534525287763,0.0001579274147197564
4252,sinks,__si_nks__,__sInks___,68.0,68.0,8.246211251235321,7.700678032459045e-05
4253,sins,__si_ns___,__sInz____,114.0,114.0,10.677078252031311,9.970729519444057e-05
4254,sioux,__sioux___,__su______,171.0,171.0,13.076696830622021,0.00012211599842971833
4255,sioux,__sioux___,__su______,171.0,171.0,13.076696830622021,0.00012211599842971833
4256,sip,__si_p____,__sIp_____,47.0,47.0,6.855654600401044,6.402114519140708e-05
4257,sipped,__si_pped_,__sIpt____,18.0,18.0,4.242640687119285,3.961966161614174e-05
4258,sips,__si_ps___,__sIps____,15.0,15.0,3.872983346207417,3.616763731313737e-05
4259,sir,__si_r____,__s^r_____,1835.0,1835.0,42.83689998120779,0.00040002998299918107
4260,sire,__si_re___,__sAr_____,9.0,9.0,3.0,2.80153313970902e-05
4261,sired,__si_red__,__sArd____,6.0,6.0,2.449489742783178,2.287442229928132e-05
4262,sires,__si_res__,__sArz____,1.0,1.0,1.0,9.338443799030067e-06
4263,sirs,__si_rs___,__s^rz____,1.0,1.0,1.0,9.338443799030067e-06
4264,sis,__si_s____,__sIs_____,17.0,17.0,4.123105625617661,3.850339016229523e-05
4265,sit,__si_t____,__sIt_____,1417.0,1417.0,37.64306044943742,0.0003515276044305628
4266,site,__si_te___,__sAt_____,2152.0,2152.0,46.389654018972806,0.0004332071769126268
4267,sites,__si_tes__,__sAts____,1067.0,1067.0,32.66496594212215,0.0003050399486477389
4268,sits,__si_ts___,__sIts____,591.0,591.0,24.310491562286437,0.00022702215918120653
4269,size,__si_ze___,__sAz_____,4979.0,4979.0,70.5620294492725,0.0006589395463575357
4270,skate,_ska_te___,_sket_____,31.0,31.0,5.5677643628300215,5.19942545885306e-05
4271,skates,_ska_tes__,_skets____,52.0,52.0,7.211102550927978,6.734047590088327e-05
4272,skeet,_skeet____,_skit_____,21.0,21.0,4.58257569495584,4.279412558214626e-05
4273,skeets,_skeets___,_skits____,0.0,0.0,0.0,0.0
4274,skein,_skein____,_skin_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4275,sketch,_ske_tch__,_skEtC____,64.0,64.0,8.0,7.470755039224053e-05
4276,skew,_skew_____,_skY______,40.0,40.0,6.324555320336759,5.9061504412821423e-05
4277,ski,_ski______,_ski______,333.0,333.0,18.24828759089466,0.00017041060809610753
4278,skid,_ski_d____,_skId_____,102.0,102.0,10.099504938362077,9.431365926492087e-05
4279,skids,_ski_ds___,_skIdz____,48.0,48.0,6.928203230275509,6.46986364941864e-05
4280,skies,_skies____,_skAz_____,144.0,144.0,12.0,0.0001120613255883608
4281,skiff,_ski_ff___,_skIf_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4282,skiffs,_ski_ffs__,_skIfs____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4283,skill,_ski_ll___,_skIl_____,371.0,371.0,19.261360284258224,0.00017987113050741522
4284,skills,_ski_lls__,_skIlz____,1095.0,1095.0,33.090784215548595,0.0003090164286627318
4285,skim,_ski_m____,_skIm_____,48.0,48.0,6.928203230275509,6.46986364941864e-05
4286,skimmed,_ski_mmed_,_skImd____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
4287,skimp,_ski_mp___,_skImp____,19.0,19.0,4.358898943540674,4.0705332809906117e-05
4288,skims,_ski_ms___,_skImz____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
4289,skin,_ski_n____,_skIn_____,868.0,868.0,29.46183972531247,0.0002751277344908619
4290,skins,_ski_ns___,_skInz____,92.0,92.0,9.591663046625438,8.957120630014515e-05
4291,skip,_ski_p____,_skIp_____,154.0,154.0,12.409673645990857,0.00011588703990739015
4292,skipped,_ski_pped_,_skIpt____,76.0,76.0,8.717797887081348,8.141066561981223e-05
4293,skips,_ski_ps___,_skIps____,21.0,21.0,4.58257569495584,4.279412558214626e-05
4294,skirt,_ski_rt___,_sk^rt____,142.0,142.0,11.916375287812984,0.00011128040091339229
4295,skirts,_ski_rts__,_sk^rts___,114.0,114.0,10.677078252031311,9.970729519444057e-05
4296,skis,_ski_s____,_skiz_____,52.0,52.0,7.211102550927978,6.734047590088327e-05
4297,skit,_ski_t____,_skIt_____,23.0,23.0,4.795831523312719,4.4785603150072576e-05
4298,skits,_ski_ts___,_skIts____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
4299,skulk,_sku_lk___,_sk^lk____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4300,skulked,_sku_lked_,_sk^lkt___,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4301,skulks,_sku_lks__,_sk^lks___,0.0,0.0,0.0,0.0
4302,skull,_sku_ll___,_sk^l_____,77.0,77.0,8.774964387392123,8.194451177015163e-05
4303,skulls,_sku_lls__,_sk^lz____,22.0,22.0,4.69041575982343,4.3801183967196006e-05
4304,skunk,_sku_nk___,_sk^nk____,27.0,27.0,5.196152422706632,4.852397737063981e-05
4305,skunks,_sku_nks__,_sk^nks___,4.0,4.0,2.0,1.8676887598060133e-05
4306,sky,_sky______,_skA______,496.0,496.0,22.271057451320086,0.0002079770183541224
4307,slab,_sla_b____,_sl@b_____,96.0,96.0,9.797958971132712,9.149768919712528e-05
4308,slabs,_sla_bs___,_sl@bz____,78.0,78.0,8.831760866327848,8.24749024966757e-05
4309,slack,_sla_ck___,_sl@k_____,293.0,293.0,17.11724276862369,0.00015984840958914613
4310,slacks,_sla_cks__,_sl@ks____,55.0,55.0,7.416198487095663,6.925575277419465e-05
4311,slag,_sla_g____,_sl@g_____,20.0,20.0,4.47213595499958,4.176279027738523e-05
4312,slake,_sla_ke___,_slek_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4313,slaked,_sla_ked__,_slekt____,0.0,0.0,0.0,0.0
4314,slakes,_sla_kes__,_sleks____,0.0,0.0,0.0,0.0
4315,slam,_sla_m____,_sl@m_____,115.0,115.0,10.723805294763608,0.000100143653056891
4316,slammed,_sla_mmed_,_sl@md____,88.0,88.0,9.38083151964686,8.760236793439201e-05
4317,slams,_sla_ms___,_sl@mz____,25.0,25.0,5.0,4.669221899515033e-05
4318,slang,_sla_ng___,_sl@ng____,43.0,43.0,6.557438524302,6.123627112478889e-05
4319,slant,_sla_nt___,_sl@nt____,38.0,38.0,6.164414002968976,5.756603372067974e-05
4320,slants,_sla_nts__,_sl@nts___,4.0,4.0,2.0,1.8676887598060133e-05
4321,slap,_sla_p____,_sl@p_____,151.0,151.0,12.288205727444508,0.00011475271857665991
4322,slapped,_sla_pped_,_sl@pt____,133.0,133.0,11.532562594670797,0.00010769618764912959
4323,slaps,_sla_ps___,_sl@ps____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
4324,slash,_sla_sh___,_sl@S_____,550.0,550.0,23.45207879911715,0.00021900591983598004
4325,slashed,_sla_shed_,_sl@St____,638.0,638.0,25.25866188063018,0.000235876594410968
4326,slat,_sla_t____,_sl@t_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4327,slate,_sla_te___,_slet_____,732.0,732.0,27.055498516937366,0.0002526562523551609
4328,slates,_sla_tes__,_slets____,39.0,39.0,6.244997998398398,5.8318562833098697e-05
4329,slats,_sla_ts___,_sl@ts____,32.0,32.0,5.656854249492381,5.2826215488189e-05
4330,slave,_sla_ve___,_slev_____,117.0,117.0,10.816653826391969,0.00010101071385132492
4331,slaves,_sla_ves__,_slevz____,96.0,96.0,9.797958971132712,9.149768919712528e-05
4332,slaw,_slaw_____,_sla______,9.0,9.0,3.0,2.80153313970902e-05
4333,slay,_slay_____,_sle______,16.0,16.0,4.0,3.735377519612027e-05
4334,slays,_slays____,_slez_____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4335,sled,_sle_d____,_slEd_____,54.0,54.0,7.3484692283495345,6.862326689784396e-05
4336,sleek,_sleek____,_slik_____,119.0,119.0,10.908712114635714,0.00010187039500232405
4337,sleep,_sleep____,_slip_____,529.0,529.0,23.0,0.00021478420737769153
4338,sleeps,_sleeps___,_slips____,51.0,51.0,7.14142842854285,6.668982802474301e-05
4339,sleet,_sleet____,_slit_____,9.0,9.0,3.0,2.80153313970902e-05
4340,sleets,_sleets___,_slits____,0.0,0.0,0.0,0.0
4341,sleeve,_sleeve___,_sliv_____,38.0,38.0,6.164414002968976,5.756603372067974e-05
4342,sleeves,_sleeves__,_slivz____,71.0,71.0,8.426149773176359,7.868712609901736e-05
4343,sleight,_sleight__,_slAt_____,37.0,37.0,6.082762530298219,5.680353603203584e-05
4344,sleights,_sleights_,_slAts____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4345,slept,_sle_pt___,_slEpt____,108.0,108.0,10.392304845413264,9.704795474127961e-05
4346,slew,_slew_____,_slu______,162.0,162.0,12.727922061357855,0.00011885898484842524
4347,slice,_sli_ce___,_slAs_____,257.0,257.0,16.0312195418814,0.00014970664272177196
4348,slick,_sli_ck___,_slIk_____,226.0,226.0,15.033296378372908,0.00014038759334359763
4349,slid,_sli_d____,_slId_____,1039.0,1039.0,32.2335229225724,0.0003010109422571897
4350,slide,_sli_de___,_slAd_____,1476.0,1476.0,38.41874542459709,0.00035877129497684343
4351,slides,_sli_des__,_slAdz____,229.0,229.0,15.132745950421556,0.00014131629758301154
4352,slight,_sli_ght__,_slAt_____,1192.0,1192.0,34.52535300326414,0.00032241306866265604
4353,slim,_sli_m____,_slIm_____,456.0,456.0,21.354156504062622,0.00019941459038888115
4354,slime,_sli_me___,_slAm_____,34.0,34.0,5.830951894845301,5.4452016564860716e-05
4355,sling,_sli_ng___,_slIng____,12.0,12.0,3.4641016151377544,3.23493182470932e-05
4356,slings,_sli_ngs__,_slIngz___,11.0,11.0,3.3166247903554,3.0972114207203774e-05
4357,slink,_sli_nk___,_slInk____,4.0,4.0,2.0,1.8676887598060133e-05
4358,slinks,_sli_nks__,_slInks___,4.0,4.0,2.0,1.8676887598060133e-05
4359,slip,_sli_p____,_slIp_____,535.0,535.0,23.130067012440755,0.00021599883086347726
4360,slipped,_sli_pped_,_slIpt____,2329.0,2329.0,48.25971404805462,0.00045067062739501985
4361,slips,_sli_ps___,_slIps____,190.0,190.0,13.784048752090222,0.00012872156459448506
4362,slit,_sli_t____,_slIt_____,18.0,18.0,4.242640687119285,3.961966161614174e-05
4363,slob,_slo_b____,_slab_____,13.0,13.0,3.605551275463989,3.367023795044163e-05
4364,slobs,_slo_bs___,_slabz____,6.0,6.0,2.449489742783178,2.287442229928132e-05
4365,sloe,_sloe_____,_slo______,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
4366,slog,_slo_g____,_slag_____,9.0,9.0,3.0,2.80153313970902e-05
4367,sloop,_sloop____,_slup_____,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4368,sloops,_sloops___,_slups____,0.0,0.0,0.0,0.0
4369,slop,_slo_p____,_slap_____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
4370,slope,_slo_pe___,_slop_____,158.0,158.0,12.569805089976535,0.00011738241839750795
4371,slopes,_slo_pes__,_slops____,72.0,72.0,8.48528137423857,7.923932323228349e-05
4372,slopped,_slo_pped_,_slapt____,0.0,0.0,0.0,0.0
4373,slops,_slo_ps___,_slaps____,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4374,slosh,_slo_sh___,_slaS_____,11.0,11.0,3.3166247903554,3.0972114207203774e-05
4375,slot,_slo_t____,_slat_____,211.0,211.0,14.52583904633395,0.00013564873156794607
4376,sloth,_slo_th___,_slaT_____,18.0,18.0,4.242640687119285,3.961966161614174e-05
4377,slots,_slo_ts___,_slats____,258.0,258.0,16.06237840420901,0.00014999761800646007
4378,slouch,_slouch___,_slWC_____,14.0,14.0,3.7416573867739413,3.4941257221614156e-05
4379,slough,_slough___,_sl^f_____,24.0,24.0,4.898979485566356,4.574884459856264e-05
4380,slow,_slow_____,_slo______,3799.0,3799.0,61.63602842493991,0.000575584587441721
4381,sludge,_slu_dge__,_sl^J_____,92.0,92.0,9.591663046625438,8.957120630014515e-05
4382,slug,_slu_g____,_sl^g_____,41.0,41.0,6.4031242374328485,5.979521582947391e-05
4383,slugs,_slu_gs___,_sl^gz____,13.0,13.0,3.605551275463989,3.367023795044163e-05
4384,slum,_slu_m____,_sl^m_____,58.0,58.0,7.615773105863909,7.111946913527477e-05
4385,slump,_slu_mp___,_sl^mp____,1683.0,1683.0,41.02438299353203,0.0003831038949749837
4386,slumped,_slu_mped_,_sl^mpt___,611.0,611.0,24.71841418861655,0.00023083152170154302
4387,slumps,_slu_mps__,_sl^mps___,99.0,99.0,9.9498743710662,9.291634262161133e-05
4388,slums,_slu_ms___,_sl^mz____,94.0,94.0,9.695359714832659,9.053957180834496e-05
4389,slung,_slu_ng___,_sl^ng____,25.0,25.0,5.0,4.669221899515033e-05
4390,slunk,_slu_nk___,_sl^nk____,1.0,1.0,1.0,9.338443799030067e-06
4391,slurp,_slu_rp___,_sl^rp____,24.0,24.0,4.898979485566356,4.574884459856264e-05
4392,slurped,_slu_rped_,_sl^rpt___,2.0,2.0,1.4142135623730951,1.320655387204725e-05
4393,slurps,_slu_rps__,_sl^rps___,3.0,3.0,1.7320508075688772,1.61746591235466e-05
4394,slush,_slu_sh___,_sl^S_____,29.0,29.0,5.385164807134504,5.028905889994015e-05
4395,slut,_slu_t____,_sl^t_____,1.0,1.0,1.0,9.338443799030067e-06
4396,sly,_sly______,_slA______,74.0,74.0,8.602325267042627,8.033233104725388e-05
4397,smack,_sma_ck___,_sm@k_____,60.0,60.0,7.745966692414834,7.233527462627474e-05
4398,smacked,_sma_cked_,_sm@kt____,22.0,22.0,4.69041575982343,4.3801183967196006e-05
4399,smacks,_sma_cks__,_sm@ks____,47.0,47.0,6.855654600401044,6.402114519140708e-05
4400,small,_sma_ll___,_smal_____,16437.0,10000.0,100.0,0.0009338443799030066
4401,smart,_sma_rt___,_smart____,733.0,733.0,27.073972741361768,0.00025282877286167887
4402,smash,_sma_sh___,_sm@S_____,74.0,74.0,8.602325267042627,8.033233104725388e-05
4403,smashed,_sma_shed_,_sm@St____,100.0,100.0,10.0,9.338443799030066e-05
4404,smear,_smear____,_smir_____,97.0,97.0,9.848857801796104,9.197300506671172e-05
4405,smears,_smears___,_smirz____,50.0,50.0,7.0710678118654755,6.603276936023625e-05
4406,smell,_sme_ll___,_smEl_____,274.0,274.0,16.55294535724685,0.00015457874992706535
4407,smelled,_sme_lled_,_smEld____,43.0,43.0,6.557438524302,6.123627112478889e-05
4408,smells,_sme_lls__,_smElz____,68.0,68.0,8.246211251235321,7.700678032459045e-05
4409,smile,_smi_le___,_smAl_____,378.0,378.0,19.44222209522358,0.00018156009836450598
4410,smiled,_smi_led__,_smAld____,90.0,90.0,9.486832980505138,8.859225661923213e-05
4411,smiles,_smi_les__,_smAlz____,170.0,170.0,13.038404810405298,0.00012175841055097315
4412,smirk,_smi_rk___,_sm^rk____,9.0,9.0,3.0,2.80153313970902e-05
4413,smirks,_smi_rks__,_sm^rks___,8.0,8.0,2.8284271247461903,2.64131077440945e-05
4414,smite,_smi_te___,_smAt_____,6.0,6.0,2.449489742783178,2.287442229928132e-05
4415,smites,_smi_tes__,_smAts____,0.0,0.0,0.0,0.0
4416,smith,_smi_th___,_smIT_____,5502.0,5502.0,74.17546764261078,0.0006926834358472941
4417,smiths,_smi_ths__,_smITs____,22.0,22.0,4.69041575982343,4.3801183967196006e-05
4418,smock,_smo_ck___,_smak_____,13.0,13.0,3.605551275463989,3.367023795044163e-05
4419,smocks,_smo_cks__,_smaks____,4.0,4.0,2.0,1.8676887598060133e-05
4420,smog,_smo_g____,_smag_____,136.0,136.0,11.661903789690601,0.00010890403312972143
4421,smogs,_smo_gs___,_smagz____,0.0,0.0,0.0,0.0
4422,smoke,_smo_ke___,_smok_____,910.0,910.0,30.166206257996713,0.00028170542177025136
4423,smokes,_smo_kes__,_smoks____,35.0,35.0,5.916079783099616,5.524697856505375e-05
4424,smooch,_smooch___,_smuC_____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
4425,smooth,_smooth___,_smuD_____,526.0,526.0,22.93468988235943,0.00021417431251459702
4426,smote,_smo_te___,_smot_____,0.0,0.0,0.0,0.0
4427,smudge,_smu_dge__,_sm^J_____,7.0,7.0,2.6457513110645907,2.4707199924586796e-05
4428,smudged,_smu_dged_,_sm^Jd____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
4429,smug,_smu_g____,_sm^g_____,59.0,59.0,7.681145747868608,7.172994787862976e-05
4430,smut,_smu_t____,_sm^t_____,10.0,10.0,3.1622776601683795,2.9530752206410712e-05
4431,snack,_sna_ck___,_sn@k_____,231.0,231.0,15.198684153570664,0.0001419320577873285
4432,snacks,_sna_cks__,_sn@ks____,74.0,74.0,8.602325267042627,8.033233104725388e-05
4433,snag,_sna_g____,_sn@g_____,100.0,100.0,10.0,9.338443799030066e-05
4434,snagged,_sna_gged_,_sn@gd____,50.0,50.0,7.0710678118654755,6.603276936023625e-05
4435,snags,_sna_gs___,_sn@gz____,111.0,111.0,10.535653752852738,9.83866104570555e-05
4436,snail,_snail____,_snel_____,27.0,27.0,5.196152422706632,4.852397737063981e-05
4437,snails,_snails___,_snelz____,25.0,25.0,5.0,4.669221899515033e-05
4438,snake,_sna_ke___,_snek_____,129.0,129.0,11.357816691600547,0.00010606433285419731
4439,snakes,_sna_kes__,_sneks____,81.0,81.0,9.0,8.40459941912706e-05
4440,snap,_sna_p____,_sn@p_____,282.0,282.0,16.792855623746664,0.0001568191384675842
4441,snapped,_sna_pped_,_sn@pt____,348.0,348.0,18.65475810617763,0.00017420641015904038
4442,snaps,_sna_ps___,_sn@ps____,86.0,86.0,9.273618495495704,8.66011651338324e-05
4443,snare,_sna_re___,_snEr_____,76.0,76.0,8.717797887081348,8.141066561981223e-05
4444,snares,_sna_res__,_snErz____,5.0,5.0,2.23606797749979,2.0881395138692615e-05
4445,snarl,_sna_rl___,_snarl____,35.0,35.0,5.916079783099616,5.524697856505375e-05
4446,snarled,_sna_rled_,_snarld___,28.0,28.0,5.291502622129181,4.941439984917359e-05
4447,snarls,_sna_rls__,_snarlz___,34.0,34.0,5.830951894845301,5.4452016564860716e-05
4448,snatch,_sna_tch__,_sn@tC____,52.0,52.0,7.211102550927978,6.734047590088327e-05
4449,snatched,_sna_tched,_sn@tCt___,54.0,54.0,7.3484692283495345,6.862326689784396e-05
4450,sneak,_sneak____,_snik_____,126.0,126.0,11.224972160321824,0.00010482377166484247
4451,sneaked,_sneaked__,_snikt____,35.0,35.0,5.916079783099616,5.524697856505375e-05
4452,sneaks,_sneaks___,_sniks____,16.0,16.0,4.0,3.735377519612027e-05
4453,sneer,_sneer____,_snir_____,26.0,26.0,5.0990195135927845,4.7616907157843845e-05
