,word,ort,pho,wf,img,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14
5122,thud,_thu_d____,__T^d_____,19.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5123,thuds,_thu_ds___,__T^dz____,2.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5124,thug,_thu_g____,__T^g_____,15.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5125,thugs,_thu_gs___,__T^gz____,59.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5126,thumb,_thu_mb___,__T^m_____,152.0,6.7,0.0,0.0,0.0,0.0,0.269787,0.24901900000000002,0.254087,0.263812,0.263639,0.242112,0.253092,0.229066,0.160181,0.160181
5127,thumbs,_thu_mbs__,__T^mz____,59.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.0,0.0,0.0619023,0.0,0.05
5128,thump,_thu_mp___,__T^mp____,14.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.14410599999999998,0.0,0.0,0.0,0.0,0.05
5129,thumped,_thu_mped_,__T^mpt___,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5130,thumps,_thu_mps__,__T^mps___,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5131,thus,_thu_s____,__T^s_____,6180.0,1.6,0.0,0.0,0.0,0.0,0.354088,0.388963,0.405521,0.423558,0.440525,0.475901,0.485396,0.511443,0.562623,0.562623
5132,thwack,thwa_ck___,_Tw@k_____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5133,thwacks,thwa_cks__,_Tw@ks____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5134,thwart,thwa_rt___,_Twort____,546.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5135,thyme,_thy_me___,__tAm_____,4.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5136,thymes,_thy_mes__,__tAmz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5137,tic,__ti_c____,__tIk_____,10.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5138,tick,__ti_ck___,__tIk_____,71.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5139,ticked,__ti_cked_,__tIkt____,29.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5140,ticks,__ti_cks__,__tIks____,50.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
5141,tics,__ti_cs___,__tIks____,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5142,tide,__ti_de___,__tAd_____,405.0,5.3,0.0,0.0,0.0,0.0,0.300088,0.30243200000000003,0.30198400000000003,0.28474299999999997,0.280746,0.267832,0.276124,0.24760900000000002,0.196429,0.196429
5143,tides,__ti_des__,__tAdz____,33.0,4.194245614035086,0.0,0.0,0.0,0.0,0.230992,0.223181,0.215047,0.196864,0.196735,0.185911,0.185757,0.196226,0.0982145,0.0982145
5144,tie,__tie_____,__tA______,1006.0,6.4,0.0,0.0,0.0,0.32069699999999995,0.320184,0.289102,0.288673,0.272779,0.2726,0.242112,0.24191100000000001,0.24760900000000002,0.205848,0.205848
5145,tied,__tied____,__tAd_____,1546.0,4.194245614035086,0.0,0.0,0.396074,0.391424,0.365671,0.35135700000000003,0.347175,0.33905100000000005,0.338829,0.320382,0.3176,0.290968,0.28030900000000003,0.28030900000000003
5146,tier,__tier____,__tir_____,478.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5147,tiers,__tiers___,__tirz____,25.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5148,ties,__ties____,__tAz_____,2068.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.22285,0.24263200000000001,0.242473,0.24788200000000002,0.253092,0.235684,0.28030900000000003,0.28030900000000003
5149,tiff,__ti_ff___,__tIf_____,23.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5150,tiffs,__ti_ffs__,__tIfs____,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5151,tight,__ti_ght__,__tAt_____,1508.0,4.3,0.0,0.0,0.371795,0.364438,0.348629,0.324313,0.321375,0.31051799999999996,0.291723,0.284132,0.287543,0.26753699999999997,0.22214699999999998,0.22214699999999998
5152,tights,__ti_ghts_,__tAts____,19.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5153,tike,__ti_ke___,__tAk_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5154,tile,__ti_le___,__tAl_____,89.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0619664,0.0619664
5155,tiles,__ti_les__,__tAlz____,52.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.16043,0.160191,0.143772,0.123805,0.0619664,0.0619664
5156,tilt,__ti_lt___,__tIlt____,205.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.173973,0.17382899999999998,0.143733,0.0619664,0.0619664
5157,time,__ti_me___,__tAm_____,46569.0,4.2,0.693987,0.69885,0.693333,0.690701,0.683836,0.6813140000000001,0.678928,0.6762779999999999,0.675457,0.671024,0.669031,0.666319,0.647112,0.647112
5158,times,__ti_mes__,__tAmz____,12202.0,4.194245614035086,0.0,0.503991,0.510133,0.525154,0.5337609999999999,0.536991,0.538216,0.539245,0.537576,0.542957,0.543326,0.5423600000000001,0.521362,0.521362
5159,tin,__ti_n____,__tIn_____,281.0,5.9,0.0,0.0,0.0,0.31798200000000004,0.317573,0.31671900000000003,0.310812,0.313275,0.320861,0.291288,0.283896,0.280019,0.17396199999999998,0.17396199999999998
5160,tine,__ti_ne___,__tAn_____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5161,tines,__ti_nes__,__tAnz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5162,tinge,__ti_nge__,__tInJ____,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5163,tins,__ti_ns___,__tInz____,15.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5164,tint,__ti_nt___,__tInt____,18.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5165,tints,__ti_nts__,__tInts___,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5166,tip,__ti_p____,__tIp_____,537.0,4.2,0.0,0.0,0.0,0.30304000000000003,0.32518800000000003,0.331315,0.33082399999999995,0.33905100000000005,0.338829,0.322832,0.324947,0.31226,0.258395,0.258395
5167,tips,__ti_ps___,__tIps____,249.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.264454,0.24865,0.248415,0.248252,0.242112,0.235748,0.241846,0.205848,0.205848
5168,tire,__ti_re___,__tAr_____,2184.0,6.2,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.22285,0.206304,0.20616900000000002,0.229318,0.22912800000000003,0.21414699999999998,0.185899,0.185899
5169,tired,__ti_red__,__tArd____,573.0,4.194245614035086,0.0,0.49511700000000003,0.465012,0.450054,0.42652799999999996,0.408054,0.395201,0.375379,0.368079,0.349752,0.338043,0.322477,0.185899,0.185899
5170,tires,__ti_res__,__tArz____,690.0,4.194245614035086,0.0,0.0,0.0,0.0,0.22378299999999998,0.24901900000000002,0.24865,0.24263200000000001,0.248252,0.24788200000000002,0.253092,0.235684,0.185899,0.185899
5171,tit,__ti_t____,__tIt_____,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5172,tithe,__ti_the__,__tAD_____,4.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5173,tithes,__ti_thes_,__tADz____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5174,tits,__ti_ts___,__tIts____,0.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5175,to,__to______,__tu______,1200570.0,1.4,0.930782,0.927816,0.922737,0.919474,0.9128799999999999,0.910381,0.9087040000000001,0.908075,0.9073459999999999,0.9063329999999999,0.905574,0.9060969999999999,0.9086,0.9086
5176,toad,__toad____,__tod_____,9.0,6.8,0.0,0.0,0.0,0.0,0.0,0.206806,0.18648699999999999,0.174347,0.18618900000000002,0.14389100000000002,0.12383800000000002,0.09811289999999999,0.0,0.05
5177,toads,__toads___,__todz____,9.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
5178,toast,__toast___,__tost____,73.0,6.5,0.0,0.0,0.0,0.0,0.22378299999999998,0.206806,0.18648699999999999,0.196864,0.18618900000000002,0.160191,0.12383800000000002,0.0619023,0.0,0.05
5179,toasts,__toasts__,__tosts___,15.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5180,toe,__toe_____,__to______,146.0,6.7,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.22285,0.21484299999999998,0.22966,0.20586100000000002,0.214205,0.173782,0.0,0.05
5181,toes,__toes____,__toz_____,95.0,4.194245614035086,0.0,0.0,0.0,0.312297,0.286206,0.277621,0.268662,0.263812,0.2726,0.263246,0.258198,0.241846,0.12393299999999999,0.12393299999999999
5182,toil,__toil____,__tOl_____,40.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0982145,0.0982145
5183,toils,__toils___,__tOlz____,8.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5184,told,__to_ld___,__told____,10996.0,2.4,0.0,0.619401,0.614717,0.602773,0.565086,0.5468850000000001,0.5343600000000001,0.524595,0.511596,0.491104,0.47637299999999994,0.45268400000000003,0.382328,0.382328
5185,toll,__to_ll___,__tol_____,743.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160191,0.17382899999999998,0.196226,0.160181,0.160181
5186,tolls,__to_lls__,__tolz____,31.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0619664,0.0619664
5187,tom,__to_m____,__tam_____,1156.0,4.194245614035086,0.0,0.5124569999999999,0.464455,0.450697,0.419121,0.411797,0.401534,0.392615,0.37648000000000004,0.35988400000000004,0.347657,0.31226,0.160181,0.160181
5188,tomb,__to_mb___,__tum_____,85.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.18648699999999999,0.174347,0.174233,0.196442,0.214205,0.21414699999999998,0.0982145,0.0982145
5189,tombs,__to_mbs__,__tumz____,33.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.174347,0.174233,0.20586100000000002,0.221977,0.20563499999999998,0.0982145,0.0982145
5190,tome,__to_me___,__tom_____,36.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5191,tomes,__to_mes__,__tomz____,16.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5192,ton,__to_n____,__t^n_____,1014.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16043,0.173973,0.17382899999999998,0.18570699999999998,0.0982145,0.0982145
5193,tone,__to_ne___,__ton_____,978.0,3.0,0.0,0.0,0.0,0.29973299999999997,0.31488499999999997,0.296014,0.310812,0.31595,0.31306999999999996,0.304082,0.297667,0.309512,0.276335,0.276335
5194,tones,__to_nes__,__tonz____,91.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.16053599999999998,0.174233,0.185911,0.160058,0.143733,0.0982145,0.0982145
5195,tongue,__to_ngue_,__t^ng____,232.0,6.5,0.0,0.0,0.0,0.35933699999999996,0.350485,0.33569699999999997,0.3352,0.330511,0.33250599999999997,0.320382,0.315011,0.303748,0.258395,0.258395
5196,tongues,__to_ngues,__t^ngz___,51.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.14410599999999998,0.0,0.12383800000000002,0.123805,0.0982145,0.0982145
5197,tons,__to_ns___,__t^nz____,5488.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.277621,0.281196,0.295296,0.310315,0.325216,0.333887,0.327179,0.276335,0.276335
5198,too,__too_____,__tu______,19514.0,1.3,0.704454,0.687725,0.664177,0.655301,0.633891,0.623333,0.6190479999999999,0.613653,0.608873,0.595141,0.588958,0.579662,0.54596,0.54596
5199,took,__took____,__tUk_____,10190.0,2.4,0.0,0.621238,0.601536,0.593138,0.569714,0.5611649999999999,0.553487,0.547567,0.543147,0.53294,0.524053,0.512023,0.469546,0.469546
5200,tool,__tool____,__tul_____,1485.0,6.0,0.0,0.0,0.0,0.0,0.230992,0.24901900000000002,0.254087,0.258967,0.25879800000000003,0.272194,0.276124,0.290968,0.309832,0.309832
5201,tools,__tools___,__tulz____,1136.0,4.194245614035086,0.0,0.0,0.0,0.37235100000000004,0.396856,0.401104,0.407449,0.407064,0.410529,0.41082399999999997,0.409576,0.39569899999999997,0.38107800000000003,0.38107800000000003
5202,toot,__toot____,__tut_____,10.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5203,tooth,__tooth___,__tuT_____,132.0,6.8,0.0,0.0,0.0,0.0,0.249691,0.223181,0.230028,0.22263899999999998,0.242473,0.229318,0.24191100000000001,0.24760900000000002,0.22214699999999998,0.22214699999999998
5204,top,__to_p____,__tap_____,13174.0,4.8,0.0,0.547801,0.527936,0.520816,0.513365,0.5089279999999999,0.5069229999999999,0.504858,0.49959799999999993,0.49328500000000003,0.489587,0.47753,0.42341000000000006,0.42341000000000006
5205,tops,__to_ps___,__taps____,334.0,4.194245614035086,0.0,0.0,0.0,0.0,0.296813,0.311274,0.310812,0.31051799999999996,0.310315,0.307014,0.30080100000000004,0.262957,0.17396199999999998,0.17396199999999998
5206,torch,__to_rch__,__torC____,60.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.16053599999999998,0.16043,0.14389100000000002,0.143772,0.123805,0.12393299999999999,0.12393299999999999
5207,tore,__to_re___,__tor_____,77.0,4.194245614035086,0.0,0.0,0.0,0.0,0.26029800000000003,0.243222,0.230028,0.206304,0.18618900000000002,0.160191,0.143772,0.123805,0.0619664,0.0619664
5208,torque,__to_rque_,__tork____,20.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123805,0.160181,0.160181
5209,torques,__to_rques,__torks___,2.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5210,tort,__to_rt___,__tort____,286.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.09811289999999999,0.12393299999999999,0.12393299999999999
5211,torts,__to_rts__,__torts___,26.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5212,tosh,__to_sh___,__taS_____,1.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5213,toss,__to_ss___,__tas_____,92.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.0981393,0.123805,0.0982145,0.0982145
5214,tossed,__to_ssed_,__tast____,168.0,4.194245614035086,0.0,0.0,0.0,0.30304000000000003,0.27418000000000003,0.273443,0.254087,0.248415,0.248252,0.229318,0.214205,0.18570699999999998,0.0619664,0.0619664
5215,tot,__to_t____,__tat_____,8.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5216,tote,__to_te___,__tot_____,31.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5217,tots,__to_ts___,__tats____,20.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5218,touch,__touch___,__t^C_____,1041.0,4.2,0.0,0.0,0.417128,0.41318,0.397947,0.391296,0.38719899999999996,0.38919000000000004,0.387765,0.38600300000000004,0.382036,0.378132,0.32519499999999996,0.32519499999999996
5219,touched,__touched_,__t^Ct____,558.0,4.194245614035086,0.0,0.0,0.0,0.355771,0.362511,0.358269,0.352612,0.343033,0.33250599999999997,0.312603,0.30383000000000004,0.297586,0.253285,0.253285
5220,tough,__tough___,__t^f_____,3456.0,3.8,0.0,0.0,0.0,0.0,0.303248,0.305477,0.307965,0.31051799999999996,0.30747199999999997,0.309852,0.306759,0.29433899999999996,0.258395,0.258395
5221,tour,__tour____,__tor_____,1210.0,3.9,0.0,0.0,0.0,0.0,0.0,0.23702600000000001,0.230028,0.22263899999999998,0.222493,0.229318,0.214205,0.21414699999999998,0.205848,0.205848
5222,tours,__tours___,__torz____,241.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0619664,0.0619664
5223,tout,__tout____,__tWt_____,122.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5224,tow,__tow_____,__to______,141.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12394100000000001,0.12383800000000002,0.09811289999999999,0.0,0.05
5225,towed,__towed___,__tod_____,30.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.123805,0.0,0.05
5226,town,__town____,__tWn_____,3207.0,5.9,0.0,0.516416,0.519468,0.517804,0.509361,0.5008020000000001,0.49903400000000003,0.49252799999999997,0.48652399999999996,0.475463,0.464383,0.44628199999999996,0.373185,0.373185
5227,towns,__towns___,__tWnz____,635.0,4.194245614035086,0.0,0.0,0.0,0.315184,0.35230500000000003,0.366222,0.365679,0.375379,0.37648000000000004,0.38358600000000004,0.384483,0.386761,0.354939,0.354939
5228,tows,__tows____,__toz_____,13.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5229,toy,__toy_____,__tO______,1254.0,6.8,0.0,0.0,0.0,0.0,0.26029800000000003,0.243222,0.230028,0.22981100000000002,0.22966,0.20586100000000002,0.196279,0.18570699999999998,0.14388199999999998,0.14388199999999998
5230,toys,__toys____,__tOz_____,1041.0,4.194245614035086,0.0,0.0,0.0,0.0,0.249691,0.23702600000000001,0.236675,0.248415,0.236296,0.23594299999999999,0.22912800000000003,0.235684,0.24786599999999998,0.24786599999999998
5231,trace,_tra_ce___,_tres_____,287.0,3.6,0.0,0.0,0.0,0.0,0.269787,0.281613,0.281196,0.291914,0.295103,0.28778200000000004,0.287543,0.280019,0.27217600000000003,0.27217600000000003
5232,traced,_tra_ced__,_trest____,211.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16053599999999998,0.16043,0.173973,0.185757,0.22191799999999998,0.27217600000000003,0.27217600000000003
5233,track,_tra_ck___,_tr@k_____,2328.0,5.1,0.0,0.0,0.374835,0.37822100000000003,0.38761100000000004,0.380285,0.375734,0.371211,0.358808,0.35988400000000004,0.357976,0.347564,0.28030900000000003,0.28030900000000003
5234,tracks,_tra_cks__,_tr@ks____,784.0,4.194245614035086,0.0,0.0,0.0,0.34618899999999997,0.33660300000000004,0.326708,0.307965,0.28474299999999997,0.280746,0.25330199999999997,0.22912800000000003,0.235684,0.205848,0.205848
5235,tract,_tra_ct___,_tr@kt____,158.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160191,0.20569099999999998,0.229066,0.267814,0.267814
5236,tracts,_tra_cts__,_tr@kts___,131.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12383800000000002,0.143733,0.205848,0.205848
5237,trade,_tra_de___,_tred_____,31728.0,3.0,0.0,0.0,0.0,0.32069699999999995,0.397947,0.405141,0.414774,0.428943,0.435829,0.43986800000000004,0.44079799999999997,0.456532,0.47185600000000005,0.47185600000000005
5238,trades,_tra_des__,_tredz____,2623.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14410599999999998,0.14389100000000002,0.160058,0.196226,0.214369,0.214369
5239,trail,_trail____,_trel_____,445.0,5.6,0.0,0.0,0.370236,0.37235100000000004,0.354088,0.35659,0.347175,0.35739899999999997,0.350275,0.33200999999999997,0.32256399999999996,0.30072,0.185899,0.185899
5240,trails,_trails___,_trelz____,204.0,4.194245614035086,0.0,0.0,0.0,0.0,0.24387899999999998,0.23037,0.22285,0.21484299999999998,0.222493,0.222162,0.214205,0.22191799999999998,0.160181,0.160181
5241,train,_train____,_tren_____,1288.0,6.3,0.0,0.44967700000000005,0.41618299999999997,0.43072299999999997,0.415624,0.399015,0.398423,0.396986,0.39778600000000003,0.387187,0.382036,0.372799,0.306994,0.306994
5242,trained,_trained__,_trend____,792.0,4.194245614035086,0.0,0.0,0.0,0.0,0.286206,0.305477,0.323832,0.330511,0.334663,0.336268,0.335989,0.34192100000000003,0.36750700000000003,0.36750700000000003
5243,trains,_trains___,_trenz____,513.0,4.194245614035086,0.0,0.0,0.0,0.0,0.296813,0.308422,0.310812,0.313275,0.30453600000000003,0.301051,0.283896,0.26753699999999997,0.229303,0.229303
5244,trait,_trait____,_tret_____,54.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.206499,0.22981100000000002,0.25368,0.267832,0.26302800000000004,0.26753699999999997,0.253285,0.253285
5245,traits,_traits___,_trets____,106.0,4.194245614035086,0.0,0.0,0.0,0.0,0.230992,0.277621,0.27720900000000004,0.298554,0.320861,0.329802,0.32256399999999996,0.335898,0.36144299999999996,0.36144299999999996
5246,tram,_tra_m____,_tr@m_____,11.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5247,tramp,_tra_mp___,_tr@mp____,32.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.0619023,0.0,0.05
5248,tramped,_tra_mped_,_tr@mpt___,3.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
5249,tramps,_tra_mps__,_tr@mps___,5.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5250,trance,_tra_nce__,_tr@ns____,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619664,0.0619664
5251,trap,_tra_p____,_tr@p_____,292.0,4.4,0.0,0.0,0.0,0.312297,0.28988200000000003,0.289102,0.281196,0.28093,0.2726,0.263246,0.24767600000000004,0.235684,0.17396199999999998,0.17396199999999998
5252,traps,_tra_ps___,_tr@ps____,100.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.21536599999999997,0.206499,0.21484299999999998,0.21470300000000003,0.20586100000000002,0.196279,0.18570699999999998,0.14388199999999998,0.14388199999999998
5253,trash,_tra_sh___,_tr@S_____,349.0,6.2,0.0,0.0,0.0,0.0,0.269787,0.23702600000000001,0.236675,0.22981100000000002,0.22966,0.20586100000000002,0.20569099999999998,0.196226,0.17396199999999998,0.17396199999999998
5254,tray,_tray_____,_tre______,40.0,5.8,0.0,0.0,0.0,0.0,0.26029800000000003,0.259598,0.24865,0.253846,0.248252,0.229318,0.22912800000000003,0.22191799999999998,0.0982145,0.0982145
5255,trays,_trays____,_trez_____,43.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.174512,0.174347,0.18618900000000002,0.185911,0.17382899999999998,0.143733,0.0619664,0.0619664
5256,tread,_tread____,_trEd_____,77.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0619023,0.0,0.05
5257,treads,_treads___,_trEdz____,14.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
5258,treat,_treat____,_trit_____,1125.0,4.6,0.0,0.0,0.0,0.0,0.282373,0.273443,0.27720900000000004,0.276947,0.276766,0.280327,0.283896,0.303748,0.320362,0.320362
5259,treats,_treats___,_trits____,204.0,4.194245614035086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981393,0.0619023,0.0982145,0.0982145
5260,tree,_tree_____,_tri______,640.0,6.8,0.0,0.576328,0.536449,0.5309,0.501811,0.486045,0.478246,0.478225,0.473501,0.45205100000000004,0.436856,0.41477299999999995,0.315252,0.315252
5261,trees,_trees____,_triz_____,716.0,4.194245614035086,0.0,0.528924,0.525678,0.526833,0.526772,0.521656,0.520613,0.5173800000000001,0.511003,0.496112,0.48342399999999996,0.45865900000000004,0.36896,0.36896
5262,trek,_tre_k____,_trEk_____,122.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
